"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","dis","mod","annot"
"tp53 regulates transcription of cell death genes","tp53 regulates transcription of cell death genes","6/134","44/10821",1.54610426371912e-05,0.000241879422590724,0.00015876953725677,"ATM/CASP1/CASP2/CASP6/CREBBP/TP53",6,"HUNTINGTON DISEASE",2,"Cell fate: apoptosis, senesence, differentiation"
"vegfr2 mediated vascular permeability","vegfr2 mediated vascular permeability","5/134","27/10821",1.7523521226447e-05,0.000268186063987362,0.000176037204082614,"AKT1/CTNNB1/MTOR/PAK1/PDPK1",5,"HUNTINGTON DISEASE",4,"Signal transduction upon growth factor stimulation"
"fc epsilon receptor fceri signaling","fc epsilon receptor fceri signaling","11/134","186/10821",1.88692849152882e-05,0.000282637799582189,0.000185523316412352,"ITPR1/MAPK1/MAPK3/MAPK8/NFKB1/RELA/PAK1/PDPK1/PSME3/TRAF6/UBB",11,"HUNTINGTON DISEASE",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"activation of nmda receptors and postsynaptic events","activation of nmda receptors and postsynaptic events","8/134","94/10821",2.0414090523801e-05,0.000293689878067057,0.000192777895441744,"CREB1/GIT1/GRIN2A/MAPK1/MAPK3/MAPT/PDPK1/PRKAA1",8,"HUNTINGTON DISEASE",1,"Neurotransmission"
"akt phosphorylates targets in the cytosol","akt phosphorylates targets in the cytosol","4/134","14/10821",2.04414829904628e-05,0.000293689878067057,0.000192777895441744,"AKT1/CASP9/GSK3A/GSK3B",4,"HUNTINGTON DISEASE",4,"Signal transduction upon growth factor stimulation"
"notch hlh transcription pathway","notch hlh transcription pathway","5/134","28/10821",2.1121957100428e-05,0.000297397155974026,0.000195211350886061,"CREBBP/HDAC9/HDAC3/HDAC4/HDAC6",5,"HUNTINGTON DISEASE",10,"NOTCH and FOXO mediated gene expression"
"notch1 intracellular domain regulates transcription","notch1 intracellular domain regulates transcription","6/134","48/10821",2.58093765914821e-05,0.000355323092392537,0.000233233907835412,"CREBBP/HDAC9/HDAC3/HDAC4/HDAC6/UBB",6,"HUNTINGTON DISEASE",10,"NOTCH and FOXO mediated gene expression"
"interleukin 17 signaling","interleukin 17 signaling","7/134","71/10821",2.62454556880851e-05,0.000355323092392537,0.000233233907835412,"CREB1/MAPK1/MAPK3/MAPK8/NFKB1/TRAF6/UBB",7,"HUNTINGTON DISEASE",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"toll like receptor 4 tlr4 cascade","toll like receptor 4 tlr4 cascade","9/134","127/10821",2.69910129389569e-05,0.00035852213413256,0.000235333757302921,"CREB1/MAPK1/MAPK3/MAPK8/NFKB1/NFKB2/RELA/TRAF6/UBB",9,"HUNTINGTON DISEASE",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"the nlrp3 inflammasome","the nlrp3 inflammasome","4/134","15/10821",2.76076378967148e-05,0.000359921797764578,0.000236252495841283,"CASP1/NFKB1/NFKB2/RELA",4,"HUNTINGTON DISEASE",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"runx2 regulates bone development","runx2 regulates bone development","5/134","31/10821",3.54441117294244e-05,0.000450282936582385,0.000295565504126297,"HDAC3/HDAC4/HDAC6/MAPK1/MAPK3",5,"HUNTINGTON DISEASE",2,"Cell fate: apoptosis, senesence, differentiation"
"foxo mediated transcription of cell death genes","foxo mediated transcription of cell death genes","4/134","16/10821",3.6457567308517e-05,0.000450282936582385,0.000295565504126297,"CREBBP/FASLG/FOXO3/PINK1",4,"HUNTINGTON DISEASE",10,"NOTCH and FOXO mediated gene expression"
"signaling by ntrks","signaling by ntrks","9/134","134/10821",4.1304060218684e-05,0.000496292198975584,0.000325765961947191,"ADORA2A/BDNF/CREB1/MAPK1/MAPK3/NGF/NTF3/NTRK2/REST",9,"HUNTINGTON DISEASE",4,"Signal transduction upon growth factor stimulation"
"tak1 activates nfkb by phosphorylation and activation of ikks complex","tak1 activates nfkb by phosphorylation and activation of ikks complex","5/134","32/10821",4.15926700846015e-05,0.000496292198975584,0.000325765961947191,"NFKB1/NFKB2/RELA/TRAF6/UBB",5,"HUNTINGTON DISEASE",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"oncogene induced senescence","oncogene induced senescence","5/134","35/10821",6.50827373416185e-05,0.00076363745147499,0.000501251257771413,"MAPK1/MAPK3/SP1/TP53/UBB",5,"HUNTINGTON DISEASE",2,"Cell fate: apoptosis, senesence, differentiation"
"selective autophagy","selective autophagy","7/134","82/10821",6.7019919277097e-05,0.000773475789689775,0.000507709138268258,"ATM/HDAC6/HSF1/PINK1/SQSTM1/UBB/VCP",7,"HUNTINGTON DISEASE",5,"Response to stress: autophagy, mitophagy, heatshock response"
"nod1 2 signaling pathway","nod1 2 signaling pathway","5/134","36/10821",7.4833673747362e-05,0.000849724295453916,0.000557758620969302,"CASP1/CASP2/CASP9/TRAF6/UBB",5,"HUNTINGTON DISEASE",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"signaling by notch1 pest domain mutants in cancer","signaling by notch1 pest domain mutants in cancer","6/134","58/10821",7.69282563583309e-05,0.000859642737718492,0.000564269081726103,"CREBBP/HDAC9/HDAC3/HDAC4/HDAC6/UBB",6,"HUNTINGTON DISEASE",10,"NOTCH and FOXO mediated gene expression"
"tp53 regulates metabolic genes","tp53 regulates metabolic genes","7/134","86/10821",9.09164771467497e-05,0.00100008124861425,0.000656452853082617,"AKT1/CYCS/GLS2/GPI/MTOR/PRKAA1/TP53",7,"HUNTINGTON DISEASE",2,"Cell fate: apoptosis, senesence, differentiation"
"inflammasomes","inflammasomes","4/134","20/10821",9.33906062708799e-05,0.00101149210484153,0.000663942933650466,"CASP1/NFKB1/NFKB2/RELA",4,"HUNTINGTON DISEASE",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"toll like receptor cascades","toll like receptor cascades","9/134","153/10821",0.000115740407932422,0.00123456435127917,0.000810367449479001,"CREB1/MAPK1/MAPK3/MAPK8/NFKB1/NFKB2/RELA/TRAF6/UBB",9,"HUNTINGTON DISEASE",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"transcriptional regulation by ventx","transcriptional regulation by ventx","5/134","41/10821",0.000141561360708343,0.00146557644027461,0.000962003674163505,"CTNNB1/IL6/NFKB1/RELA/TP53",5,"HUNTINGTON DISEASE",2,"Cell fate: apoptosis, senesence, differentiation"
"response of mtb to phagocytosis","response of mtb to phagocytosis","4/134","23/10821",0.000165837585787611,0.00169202406368808,0.00111064378582397,"GSK3A/MAPK1/MAPK3/UBB",4,"HUNTINGTON DISEASE",2,"Cell fate: apoptosis, senesence, differentiation"
"cellular senescence","cellular senescence","10/134","198/10821",0.000170854313974029,0.00171830624339594,0.001127895396009,"ATM/IL6/MAPK1/MAPK3/MAPK8/NFKB1/RELA/SP1/TP53/UBB",10,"HUNTINGTON DISEASE",2,"Cell fate: apoptosis, senesence, differentiation"
"growth hormone receptor signaling","growth hormone receptor signaling","4/134","24/10821",0.000197104005917864,0.00187515162386725,0.00123084862870473,"GH1/MAPK1/MAPK3/PRL",4,"HUNTINGTON DISEASE",8,"Interferon stimulated genes: interleukins and antigen presentation"
"purinergic signaling in leishmaniasis infection","purinergic signaling in leishmaniasis infection","4/134","24/10821",0.000197104005917864,0.00187515162386725,0.00123084862870473,"CASP1/NFKB1/NFKB2/RELA",4,"HUNTINGTON DISEASE",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"runx2 regulates osteoblast differentiation","runx2 regulates osteoblast differentiation","4/134","24/10821",0.000197104005917864,0.00187515162386725,0.00123084862870473,"HDAC3/HDAC6/MAPK1/MAPK3",4,"HUNTINGTON DISEASE",2,"Cell fate: apoptosis, senesence, differentiation"
"traf6 mediated nf kb activation","traf6 mediated nf kb activation","4/134","24/10821",0.000197104005917864,0.00187515162386725,0.00123084862870473,"NFKB1/NFKB2/RELA/TRAF6",4,"HUNTINGTON DISEASE",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"activation of the ap 1 family of transcription factors","activation of the ap 1 family of transcription factors","3/134","10/10821",0.000209092623540852,0.00188719496118923,0.00123875386956051,"MAPK1/MAPK3/MAPK8",3,"HUNTINGTON DISEASE",2,"Cell fate: apoptosis, senesence, differentiation"
"akt phosphorylates targets in the nucleus","akt phosphorylates targets in the nucleus","3/134","10/10821",0.000209092623540852,0.00188719496118923,0.00123875386956051,"AKT1/CREB1/FOXO3",3,"HUNTINGTON DISEASE",4,"Signal transduction upon growth factor stimulation"
"neurotransmitter clearance","neurotransmitter clearance","3/134","10/10821",0.000209092623540852,0.00188719496118923,0.00123875386956051,"ACHE/COMT/MAOA",3,"HUNTINGTON DISEASE",1,"Neurotransmission"
"regulation of foxo transcriptional activity by acetylation","regulation of foxo transcriptional activity by acetylation","3/134","10/10821",0.000209092623540852,0.00188719496118923,0.00123875386956051,"CREBBP/FOXO3/SIRT1",3,"HUNTINGTON DISEASE",10,"NOTCH and FOXO mediated gene expression"
"circadian clock","circadian clock","6/134","70/10821",0.000220730964997923,0.00196702024504479,0.00129115114768939,"CREB1/CREBBP/HDAC3/PPARGC1A/SIRT1/UBB",6,"HUNTINGTON DISEASE",10,"NOTCH and FOXO mediated gene expression"
"neurotransmitter receptors and postsynaptic signal transmission","neurotransmitter receptors and postsynaptic signal transmission","10/134","205/10821",0.000226595241188726,0.00199403812246079,0.00130888566949803,"ADCY5/CREB1/GIT1/GRIN2A/KCNJ10/MAPK1/MAPK3/MAPT/PDPK1/PRKAA1",10,"HUNTINGTON DISEASE",1,"Neurotransmission"
"signaling by notch","signaling by notch","11/134","247/10821",0.000243213731836419,0.00211385761991159,0.00138753513029484,"AKT1/CREB1/CREBBP/HDAC9/HDAC3/HDAC4/HDAC6/PSME3/SMAD3/TP53/UBB",11,"HUNTINGTON DISEASE",10,"NOTCH and FOXO mediated gene expression"
"interleukin 1 signaling","interleukin 1 signaling","7/134","102/10821",0.000265244985019169,0.00227722523723775,0.0014947695561414,"NFKB1/NFKB2/RELA/PSME3/SQSTM1/TRAF6/UBB",7,"HUNTINGTON DISEASE",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"pexophagy","pexophagy","3/134","11/10821",0.000284901136688806,0.00241651084613156,0.00158619656317547,"ATM/SQSTM1/UBB",3,"HUNTINGTON DISEASE",5,"Response to stress: autophagy, mitophagy, heatshock response"
"signaling by notch1","signaling by notch1","6/134","74/10821",0.00029952184521347,0.00251027832178909,0.00164774548933225,"CREBBP/HDAC9/HDAC3/HDAC4/HDAC6/UBB",6,"HUNTINGTON DISEASE",10,"NOTCH and FOXO mediated gene expression"
"infection with mycobacterium tuberculosis","infection with mycobacterium tuberculosis","4/134","27/10821",0.000316304419870685,0.00261974484222308,0.0017195992609688,"GSK3A/MAPK1/MAPK3/UBB",4,"HUNTINGTON DISEASE",2,"Cell fate: apoptosis, senesence, differentiation"
"extra nuclear estrogen signaling","extra nuclear estrogen signaling","6/134","75/10821",0.000322298095955701,0.00263834720410248,0.00173180984240578,"AKT1/CREB1/FOXO3/MAPK1/MAPK3/PDPK1",6,"HUNTINGTON DISEASE",4,"Signal transduction upon growth factor stimulation"
"creb1 phosphorylation through nmda receptor mediated activation of ras signaling","creb1 phosphorylation through nmda receptor mediated activation of ras signaling","4/134","28/10821",0.00036550149699906,0.00295762130904986,0.00194138121213052,"CREB1/MAPK1/MAPK3/PDPK1",4,"HUNTINGTON DISEASE",1,"Neurotransmission"
"caspase mediated cleavage of cytoskeletal proteins","caspase mediated cleavage of cytoskeletal proteins","3/134","12/10821",0.000376433156742016,0.00297762856568966,0.00195451396581603,"CASP3/CASP6/MAPT",3,"HUNTINGTON DISEASE",2,"Cell fate: apoptosis, senesence, differentiation"
"josephin domain dubs","josephin domain dubs","3/134","12/10821",0.000376433156742016,0.00297762856568966,0.00195451396581603,"ATXN3/UBB/VCP",3,"HUNTINGTON DISEASE",5,"Response to stress: autophagy, mitophagy, heatshock response"
"ddx58 ifih1 mediated induction of interferon alpha beta","ddx58 ifih1 mediated induction of interferon alpha beta","6/134","78/10821",0.000398862741259136,0.00310934208608086,0.00204097065757999,"CREBBP/NFKB1/NFKB2/RELA/TRAF6/UBB",6,"HUNTINGTON DISEASE",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"neurotransmitter release cycle","neurotransmitter release cycle","5/134","51/10821",0.000401917798058747,0.00310934208608086,0.00204097065757999,"ABAT/GLS2/MAOA/SLC18A2/SLC1A2",5,"HUNTINGTON DISEASE",1,"Neurotransmission"
"leishmania infection","leishmania infection","12/134","306/10821",0.000407574090538907,0.00311882782325425,0.00204719709092197,"ADCY5/ADORA2A/CASP1/CREB1/IL6/ITPR1/MAPK1/MAPK3/MAPK8/NFKB1/NFKB2/RELA",12,"HUNTINGTON DISEASE",3,"GPCR signaling: Wnt, metabotropic receptors, cytokine receptors"
"negative regulation of fgfr3 signaling","negative regulation of fgfr3 signaling","4/134","29/10821",0.000419938543735858,0.00317888962139833,0.00208662162648604,"FGF2/MAPK1/MAPK3/UBB",4,"HUNTINGTON DISEASE",4,"Signal transduction upon growth factor stimulation"
"apoptotic execution phase","apoptotic execution phase","5/134","52/10821",0.000440300839601489,0.00329757224552604,0.00216452484417753,"CASP3/CASP6/CTNNB1/DNM1L/MAPT",5,"HUNTINGTON DISEASE",2,"Cell fate: apoptosis, senesence, differentiation"
"foxo mediated transcription of oxidative stress metabolic and neuronal genes","foxo mediated transcription of oxidative stress metabolic and neuronal genes","4/134","30/10821",0.000479925378631095,0.00355649964796095,0.0023344846672471,"ATXN3/FOXO3/PPARGC1A/SMAD3",4,"HUNTINGTON DISEASE",10,"NOTCH and FOXO mediated gene expression"
"hsf1 activation","hsf1 activation","4/134","31/10821",0.00054577445520912,0.00392066547415531,0.00257352294131905,"HDAC6/HSF1/UBB/VCP",4,"HUNTINGTON DISEASE",5,"Response to stress: autophagy, mitophagy, heatshock response"
"mapk targets nuclear events mediated by map kinases","mapk targets nuclear events mediated by map kinases","4/134","31/10821",0.00054577445520912,0.00392066547415531,0.00257352294131905,"CREB1/MAPK1/MAPK3/MAPK8",4,"HUNTINGTON DISEASE",2,"Cell fate: apoptosis, senesence, differentiation"
"negative regulation of fgfr4 signaling","negative regulation of fgfr4 signaling","4/134","31/10821",0.00054577445520912,0.00392066547415531,0.00257352294131905,"FGF2/MAPK1/MAPK3/UBB",4,"HUNTINGTON DISEASE",4,"Signal transduction upon growth factor stimulation"
"transcriptional activation of mitochondrial biogenesis","transcriptional activation of mitochondrial biogenesis","5/134","55/10821",0.000572138514890775,0.0040685405503344,0.00267058807056938,"CREB1/CREBBP/CYCS/HDAC3/PPARGC1A",5,"HUNTINGTON DISEASE",10,"NOTCH and FOXO mediated gene expression"
"prolonged erk activation events","prolonged erk activation events","3/134","14/10821",0.000611621911019978,0.00430581825358065,0.00282633704145022,"MAPK1/MAPK3/NGF",3,"HUNTINGTON DISEASE",4,"Signal transduction upon growth factor stimulation"
"sars cov infections","sars cov infections","6/134","86/10821",0.000673541409645473,0.00469478368703379,0.003081653765861,"COMT/GSK3A/GSK3B/SIGMAR1/UBB/VCP",6,"HUNTINGTON DISEASE",8,"Interferon stimulated genes: interleukins and antigen presentation"
"cd28 co stimulation","cd28 co stimulation","4/134","33/10821",0.000696319714011804,0.00475931144334281,0.00312400975422771,"AKT1/MTOR/PAK1/PDPK1",4,"HUNTINGTON DISEASE",4,"Signal transduction upon growth factor stimulation"
"negative regulation of fgfr1 signaling","negative regulation of fgfr1 signaling","4/134","33/10821",0.000696319714011804,0.00475931144334281,0.00312400975422771,"FGF2/MAPK1/MAPK3/UBB",4,"HUNTINGTON DISEASE",4,"Signal transduction upon growth factor stimulation"
"negative regulation of fgfr2 signaling","negative regulation of fgfr2 signaling","4/134","34/10821",0.000781650122449928,0.00529117005966105,0.0034731214955012,"FGF2/MAPK1/MAPK3/UBB",4,"HUNTINGTON DISEASE",4,"Signal transduction upon growth factor stimulation"
"regulation of tp53 activity","regulation of tp53 activity","8/134","160/10821",0.000826938098919959,0.00554442306323477,0.0036393566458733,"AKT1/ATM/MTOR/PDPK1/PRKAA1/TBP/TP53/UBB",8,"HUNTINGTON DISEASE",2,"Cell fate: apoptosis, senesence, differentiation"
"tcr signaling","tcr signaling","7/134","124/10821",0.00086355317897446,0.00573529658488698,0.00376464593415877,"NFKB1/RELA/PAK1/PDPK1/PSME3/TRAF6/UBB",7,"HUNTINGTON DISEASE",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"spry regulation of fgf signaling","spry regulation of fgf signaling","3/134","16/10821",0.000924048843606701,0.00607972323270204,0.00399072742098713,"MAPK1/MAPK3/UBB",3,"HUNTINGTON DISEASE",2,"Cell fate: apoptosis, senesence, differentiation"
"dectin 1 mediated noncanonical nf kb signaling","dectin 1 mediated noncanonical nf kb signaling","5/134","62/10821",0.000993224818770837,0.0064743543742099,0.00424976311345417,"NFKB2/RELA/RELB/PSME3/UBB",5,"HUNTINGTON DISEASE",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"rip mediated nfkb activation via zbp1","rip mediated nfkb activation via zbp1","3/134","17/10821",0.0011119410089377,0.00718171073662517,0.00471407149129553,"NFKB1/NFKB2/RELA",3,"HUNTINGTON DISEASE",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"signaling by nuclear receptors","signaling by nuclear receptors","11/134","297/10821",0.00113800037275202,0.00728320238561294,0.0047806905611305,"AKT1/APOE/CREB1/CREBBP/FOXO3/HDAC3/MAPK1/MAPK3/PDPK1/SP1/TBP",11,"HUNTINGTON DISEASE",4,"Signal transduction upon growth factor stimulation"
"apoptotic cleavage of cellular proteins","apoptotic cleavage of cellular proteins","4/134","38/10821",0.00119746551510085,0.00746031612947784,0.00489694793786001,"CASP3/CASP6/CTNNB1/MAPT",4,"HUNTINGTON DISEASE",2,"Cell fate: apoptosis, senesence, differentiation"
"hsf1 dependent transactivation","hsf1 dependent transactivation","4/134","38/10821",0.00119746551510085,0.00746031612947784,0.00489694793786001,"CREBBP/HSF1/MTOR/UBB",4,"HUNTINGTON DISEASE",5,"Response to stress: autophagy, mitophagy, heatshock response"
"ovarian tumor domain proteases","ovarian tumor domain proteases","4/134","38/10821",0.00119746551510085,0.00746031612947784,0.00489694793786001,"TP53/TRAF6/UBB/VCP",4,"HUNTINGTON DISEASE",12,"NFkB mediated inflammation induced by TLRs, TCRs and BCRs"
"gastrin creb signalling pathway via pkc and mapk","gastrin creb signalling pathway via pkc and mapk","3/134","18/10821",0.00132230348190958,0.00809479696751603,0.00531342085636893,"CREB1/MAPK1/MAPK3",3,"HUNTINGTON DISEASE",4,"Signal transduction upon growth factor stimulation"
"mecp2 regulates neuronal receptors and channels","mecp2 regulates neuronal receptors and channels","3/134","18/10821",0.00132230348190958,0.00809479696751603,0.00531342085636893,"CREB1/GRIN2A/SLC2A3",3,"HUNTINGTON DISEASE",1,"Neurotransmission"
"signaling by fgfr3","signaling by fgfr3","4/134","40/10821",0.00145454051682373,0.00882755624003366,0.00579440369224697,"FGF2/MAPK1/MAPK3/UBB",4,"HUNTINGTON DISEASE",4,"Signal transduction upon growth factor stimulation"
"regulation of tp53 activity through methylation","regulation of tp53 activity through methylation","3/134","19/10821",0.00155609148991664,0.00923672708974736,0.00606298324222352,"ATM/TP53/UBB",3,"HUNTINGTON DISEASE",2,"Cell fate: apoptosis, senesence, differentiation"
"synthesis secretion and deacylation of ghrelin","synthesis secretion and deacylation of ghrelin","3/134","19/10821",0.00155609148991664,0.00923672708974736,0.00606298324222352,"ACHE/GH1/IGF1",3,"HUNTINGTON DISEASE",3,"GPCR signaling: Wnt, metabotropic receptors, cytokine receptors"
"tnfr2 non canonical nf kb pathway","tnfr2 non canonical nf kb pathway","6/134","101/10821",0.00156132176659082,0.00923672708974736,0.00606298324222352,"FASLG/NFKB2/RELB/PSME3/TNF/UBB",6,"HUNTINGTON DISEASE",2,"Cell fate: apoptosis, senesence, differentiation"
"signaling by fgfr4","signaling by fgfr4","4/134","41/10821",0.00159648420937674,0.00936604069501023,0.00614786463084553,"FGF2/MAPK1/MAPK3/UBB",4,"HUNTINGTON DISEASE",4,"Signal transduction upon growth factor stimulation"
"esr mediated signaling","esr mediated signaling","9/134","221/10821",0.00168547870616116,0.00980642156311949,0.0064369304219639,"AKT1/CREB1/CREBBP/FOXO3/MAPK1/MAPK3/PDPK1/SP1/TBP",9,"HUNTINGTON DISEASE",4,"Signal transduction upon growth factor stimulation"
"interleukin 4 and interleukin 13 signaling","interleukin 4 and interleukin 13 signaling","24/329","111/10821",2.07534177205801e-14,1.75366379738902e-11,1.34787986669452e-11,"AKT1/BCL2/CCL2/FASLG/FGF2/HGF/HMOX1/HSPA8/IL1A/IL10/IL1B/IL6/LBP/MAOA/MMP3/MMP9/NOS2/PTGS2/TGFB1/TIMP1/TNF/TP53/VEGFA/VIM",24,"PARKINSON'S DISEASE",8,"Interferon stimulated genes: interleukins and antigen presentation"
