"edge","Source","Target","year","count","pvalue","p.adjust","geneID","Count","logpadj","logpval","class_source","class_target","comparison","between","sim_paper"
"ARTHRITIS_SYSTEMIC LUPUS ERYTHEMATOSUS","ARTHRITIS","SYSTEMIC LUPUS ERYTHEMATOSUS",2018,0,9.3173919087025e-55,1.63054358402294e-53,"ACE/ACTH/ADA/ADIPOQ/ADM/ALB/B2M/BCL2/BCR/C3/C5AR1/CALR/CAT/CCL2/CCR5/CCR6/CD14/CD19/CD200R1/CD22/CD274/CD28/CD40/CD40LG/CD44/CD69/CD79A/CDKN1A/CFP/CHI3L1/COMP/CR1/CRP/CSF3/CTLA4/CXCL10/CXCR3/CXCR4/CXCR5/DKK1/EPO/ESR1/ETS1/EVA1C/F2/F3/FAS/FASLG/FCER2/FCGR1A/FCGR2A/FCGR2B/FCGR3A/FGF2/FN1/FOXP3/GH1/GPI/GRN/HLA-DRB1/HLA-DRB4/HLA-E/HMGB1/HSPA4/HSPD1/ICAM1/ICOS/IFNA1/IFNG/IGF1/IGHG1/IGHM/IL1/IL10/IL12/IL13/IL15/IL17A/IL17F/IL18/IL1B/IL1F10/IL1RN/IL2/IL21/IL21R/IL22/IL23A/IL27/IL2RA/IL3/IL33/IL34/IL4/IL5/IL6/IL6R/IL8/IRAK1/IRF5/ITGAL/ITGAM/KLRK1/LEP/LGALS3/LYN/MAPK8/MBP/MIF/MIR146A/MIR155/MMP3/MMP9/MPO/MS4A1/MSC/MYD88/NF-KB/NFKB1/NGF/NLRP3/NOD2/NRP1/PARP1/PDCD1/PLG/PPARG/PRL/PTEN/PTPN22/RAG2/RBM45/REL/RETN/SAA1/SELPLG/SERPINA1/SIRT1/SPP1/ST2/STAT1/STAT3/SUPEROXIDE DISMUTASE/SYK/TBX21/TGFB1/TLR2/TLR4/TLR7/TLR9/TNF/TNFAIP3/TNFRSF10A/TNFRSF11B/TNFRSF12A/TNFRSF1A/TNFRSF1B/TNFRSF25/TNFRSF4/TNFRSF9/TNFSF13B/TP53/TRAF6/VCAM1/VDR/VEGFA/ZFP36",167,121.54809648233,124.410297363259,"INFLAMMATORY","INFLAMMATORY","within_classes","INFLAMMATORY_vs_INFLAMMATORY",124.410297363259
"ARTHRITIS_SARCOIDOSIS","ARTHRITIS","SARCOIDOSIS",2018,0,3.41906257574618e-45,4.78668760604466e-44,"ACE/ACTH/ADA/AKT1/ALB/B2M/CCL2/CCL5/CCR5/CD14/CD274/CD4/CD79A/CD80/CD86/CHI3L1/CRP/CSF2/CTLA4/CXCL10/EDN1/EPO/FAS/FCGR2A/FCGR3A/FN1/FOXP3/HIF1A/HLA-DRB1/HLA-DRB4/HLA-E/HSPA4/ICAM1/IFNA1/IFNB1/IFNG/IGHM/IL1/IL10/IL12/IL17A/IL18/IL1B/IL1RN/IL2/IL27/IL2RA/IL4/IL6/IL8/LYZ/MMP2/MMP9/MT1JP/NELFCD/NF-KB/NGF/NOD2/PDCD1/PPARG/PTH/RBM45/SAA1/SLC11A1/SPP1/SST/STAT1/TBX21/TGFB1/TLR2/TLR4/TLR9/TNF/TNFRSF1B/TNFRSF25/TNFSF13B/TP53/VEGFA/VIP",79,99.7479054422737,102.386962771889,"INFLAMMATORY","INFLAMMATORY","within_classes","INFLAMMATORY_vs_INFLAMMATORY",102.386962771889
"ARTHRITIS_CROHN'S DISEASE","ARTHRITIS","CROHN'S DISEASE",2018,0,4.88883204590237e-40,5.7036373868861e-39,"ACE/ACTH/ADIPOQ/ALB/ANXA1/BGLAP/C19ORF10/CASP8/CAT/CCL11/CCL2/CCL5/CCR2/CD14/CD274/CD40/CD40LG/CD69/CD79A/CD80/CRP/CSF1R/CSF2/CSF3/CTLA4/CXCL10/CXCL16/EVA1C/FAP/FCGR1A/FGF2/FN1/FOXO3/FOXP3/GH1/HLA-DRB1/HLA-DRB4/HLA-E/HSPA4/ICAM1/IFNG/IGF1/IGHM/IL1/IL10/IL11/IL12/IL13/IL17A/IL17C/IL17F/IL18/IL1B/IL2/IL21/IL22/IL23A/IL27/IL2RA/IL33/IL5/IL6/IL6R/IL8/IRF5/JAK2/KLRK1/LEP/LYZ/MEFV/MIF/MIP/MMP2/MMP3/MMP9/MSC/NAMPT/NF-KB/NFKB1/NLRP3/NOD2/NR2C2/P2RX7/PLA2G1B/PTGER4/PTGS2/PTPN22/RBM45/S100A12/SAA1/SERPINA1/SLC11A1/SPP1/STAT1/STAT3/SUBSTANCE P/SUPEROXIDE DISMUTASE/TBX21/TGFB1/TIMP1/TLR4/TNF/TNFRSF11B/TNFSF15/TP53/VDR/VEGFA/VIP",108,88.0597145174006,90.5164502902219,"INFLAMMATORY","INFLAMMATORY","within_classes","INFLAMMATORY_vs_INFLAMMATORY",90.5164502902219
"ARTHRITIS_DEPRESSION","ARTHRITIS","DEPRESSION",2018,0,1.81112935584862e-09,3.96184546591885e-09,"ACE/ACTH/ADIPOQ/ADORA2A/ADRB2/AKT1/ALB/ALOX5/APOE/BCL2/BGLAP/CASP1/CCL2/CDKN1A/CFP/CNR1/CORT/CRH/CRP/CSF3/CTSC/CX3CL1/DKK1/DPP4/DRD2/EDN1/EPO/ESR1/FGF2/FOS/FST/GH1/GPI/GSK3B/HMGB1/HSPA4/ICAM1/IDO1/IDO2/IFNA1/IFNB1/IFNG/IGF1/IGKV2D-29/IL1/IL10/IL12/IL17A/IL18/IL1B/IL1RN/IL2/IL2RA/IL6/IL8/INHBE/KDR/KIAA0101/LEP/LTB4R/MAP2K7/MIA/MIF/MMP2/NFE2L2/NF-KB/NGF/NLRP3/NOS1/NOS2/NPS/OPRM1/P2RX7/PLA2G1B/PPARG/PRKAB1/PRL/PTGS2/PTH/PYCARD/RYR1/SELP/SIRT1/SST/STAT3/SUBSTANCE P/TBCA/TBX21/TGFB1/TLR3/TLR4/TNF/TRPV1/VEGFA",94,19.3465558934896,20.1293152327392,"INFLAMMATORY","PSYCHIATRIC","between_classes","INFLAMMATORY_vs_PSYCHIATRIC",20.1293152327392
"ARTHRITIS_DEMENTIA","ARTHRITIS","DEMENTIA",2018,0,3.25025388006148e-08,6.31993810011954e-08,"ACE/ACTH/ADIPOQ/ALB/APOE/B2M/CCL2/CCR5/CD40LG/CD68/CD79A/CHI3L1/CIT/CR1/CRH/CRP/CXCL10/DRD2/EPO/GH1/GRN/HP/HSD11B1/IGF1/IL10/IL15/IL1B/IL6/IL8/LEP/LPA/MMP3/MMP9/NF-KB/NGF/NPS/PPARG/PRL/PTH/RETN/SAA1/SERPINA5/SST/SUPEROXIDE DISMUTASE/TNF/TP53/UBIQUITIN/VEGFA",48,16.5769713301264,17.2419476337197,"INFLAMMATORY","PSYCHIATRIC","between_classes","INFLAMMATORY_vs_PSYCHIATRIC",17.2419476337197
"ARTHRITIS_PARKINSON'S DISEASE","ARTHRITIS","PARKINSON'S DISEASE",2018,0,5.4006040400246e-06,8.04345282556855e-06,"ADIPOQ/ADORA2A/ADRB2/AKT1/ALB/ANG/APOE/BCL2/CASP1/CAT/CCL2/CCL5/CD200R1/CDK5R1/CIT/CNR1/CRH/CRP/CSF2/CSF3/CX3CL1/CXCL10/DRD2/EPO/ESR1/F2/FAS/FASLG/FGF2/GAPDH/GH1/GPI/GRN/GSK3B/HDAC/HMGB1/HMOX1/HP/HSPA4/IFNG/IGF1/IGKV2D-29/IL1/IL10/IL1B/IL6/LEP/LYZ/MAPK8/MIF/MMP3/MMP9/MPO/MSC/NFE2L2/NF-KB/NFKB1/NGF/NOD2/NOS1/NOS2/NR4A2/P2RX7/PARP1/PPARG/PRL/PTEN/PTGS2/SIRT1/SPP1/SST/SUBSTANCE P/SUPEROXIDE DISMUTASE/TGFB1/TIMP1/TLR2/TLR4/TNF/TP53/UBIQUITIN/VDR/VEGFA/VIP",83,11.7306521110467,12.128999751386,"INFLAMMATORY","PSYCHIATRIC","between_classes","INFLAMMATORY_vs_PSYCHIATRIC",12.128999751386
"ARTHRITIS_HUNTINGTON DISEASE","ARTHRITIS","HUNTINGTON DISEASE",2018,0,0.000128793364947164,0.000170104444269839,"ADORA2A/AKT1/APOE/CASP1/CNR1/CYCS/DRD2/FASLG/FGF2/FOXO3/GAPDH/GH1/GPI/GRN/GSK3B/HDAC/HP/HSPA4/IGF1/IGKV2D-29/IL6/MAPK8/NFE2L2/NF-KB/NFKB1/NGF/PPARG/PRL/SIRT1/SST/SUBSTANCE P/SUPEROXIDE DISMUTASE/TGFB1/TNF/TP53/TRAF6/UBIQUITIN",37,8.67909793150907,8.95730126000631,"INFLAMMATORY","PSYCHIATRIC","between_classes","INFLAMMATORY_vs_PSYCHIATRIC",8.95730126000631
"ARTHRITIS_AUTISM","ARTHRITIS","AUTISM",2018,0,0.000657548831958972,0.000807516109423299,"ACTH/ADA/ADIPOQ/ADRB2/AKT1/ANXA1/APOE/BCL2/CAT/CCL2/CD38/CD79A/CFP/CLEC7A/CNR1/CRH/CRP/CYCS/DPP4/DRD2/ESR1/GH1/GRN/GSK3B/HDAC/HLA-DRB1/HLA-DRB4/HMGB1/IFNG/IGF1/IL12/IL13/IL17A/IL18/IL23A/IL5/IL6/IL8/JUN/KLK4/LEP/MBP/MIA/MMP9/MPO/NF-KB/NFKB1/NGF/PRL/PTEN/PYCARD/RBM45/SAA1/SLC19A1/SPP1/SUPEROXIDE DISMUTASE/TGFB1/TNF/TNFRSF10A/TP53/TXN/UBIQUITIN/VDR",63,7.12154755331624,7.32699152753105,"INFLAMMATORY","PSYCHIATRIC","between_classes","INFLAMMATORY_vs_PSYCHIATRIC",7.32699152753105
"AUTISM_DEPRESSION","AUTISM","DEPRESSION",2018,0,3.98165804164591e-24,1.37367202436784e-22,"ACHE/ACTH/ADIPOQ/ADRB2/AHI1/AKT1/APOB/APOE/APP/AR/ARSD/ASMT/AVP/BCL2/BDNF/CACNA1C/CACNA1D/CCL2/CFP/CNR1/COMT/CRH/CRP/CTNNB1/CYP2D6/DBH/DGCR8/DHH/DISC1/DNMT3B/DPP4/DRD2/DRD3/EBPL/ENPEP/ESR1/FAAH/FMR1/GH1/GLO1/GRIN2B/GRM5/GSK3B/GTS/HDAC4/HGF/HMGB1/HOMER1/HPSE/HTR1A/HTR1B/HTR2A/HTR2C/HTR4/HTR5A/HTR7/IFNG/IGF1/IL12/IL17A/IL18/IL6/IL8/KCNMA1/LEP/MAOA/MAOB/MAPK1/MCF2L/MECP2/MIA/MTHFR/MTOR/NF-KB/NGF/NTF3/NTRK2/NTS/NUFIP2/OXT/OXTR/PRB1/PRL/PRSS3/PSD/PTPN4/PYCARD/RORA/S100B/SHC2/SLC1A2/SLC6A3/SLC6A4/SYNM/TGFB1/TNF/TPH2/TSC1",98,50.339384581896,53.8803439059333,"PSYCHIATRIC","PSYCHIATRIC","within_classes","PSYCHIATRIC_vs_PSYCHIATRIC",53.8803439059333
"AUTISM_BIPOLAR AFFECTIVE PSYCHOSIS","AUTISM","BIPOLAR AFFECTIVE PSYCHOSIS",2018,0,7.57141930237857e-16,1.74142643954707e-14,"APOE/AVP/BDNF/CACNA1C/CAT/CCL2/CFP/CNTNAP2/COMT/CRP/DBH/DISC1/DPYD/DRD2/EBPL/ENPEP/FMR1/GAD1/GRIN2B/GRN/GSK3B/HDAC/HPSE/HTR1A/HTR2A/IL6/IL8/LEP/MAOA/MMP9/MTHFR/NTF3/NTRK2/PPP1R1B/RELN/S100B/SAA1/SHANK3/SLC1A2/SLC6A3/SLC6A4/SUPEROXIDE DISMUTASE/TNF/TPH2",44,31.6814867316937,34.8169809476228,"PSYCHIATRIC","PSYCHIATRIC","within_classes","PSYCHIATRIC_vs_PSYCHIATRIC",34.8169809476228
"AUTISM_PARKINSON'S DISEASE","AUTISM","PARKINSON'S DISEASE",2018,0,6.44563783747691e-15,1.11187252696477e-13,"ACHE/ADIPOQ/ADRB2/AKT1/ALDH1A1/APOB/APOE/APP/AVP/BCL2/BDNF/CACNA1D/CAT/CCL2/CNR1/COMT/CP/CRH/CRP/CTNNB1/CYP2D6/DBH/DRD2/DRD3/EBPL/EGF/EN2/ESR1/FMR1/GAD1/GFAP/GH1/GPR37/GRIN2B/GRM5/GRN/GSK3B/HDAC/HDAC4/HGF/HMGB1/HTR1A/HTR2A/IFNG/IGF1/IL6/INS/LEP/MAOA/MAOB/MCF2L/MMP9/MPO/MTHFR/MTOR/NF-KB/NFKB1/NGF/NTF3/NTRK2/NTS/PARK2/PON1/PPARGC1A/PRL/PTEN/PTPN4/RAB39B/S100B/SEMA5A/SHH/SLC6A3/SLC6A4/SP1/SPP1/SUPEROXIDE DISMUTASE/TF/TGFB1/TNF/TP53/UBIQUITIN/VDR",82,29.8275606536897,32.675372797167,"PSYCHIATRIC","PSYCHIATRIC","within_classes","PSYCHIATRIC_vs_PSYCHIATRIC",32.675372797167
"AUTISM_HUNTINGTON DISEASE","AUTISM","HUNTINGTON DISEASE",2018,0,1.03684096501471e-12,1.4308405317203e-11,"ABAT/ACHE/AKT1/APOE/BDNF/CACNA1A/CNR1/CNTF/COMT/CTNNB1/CYCS/DRD2/ENO2/GFAP/GH1/GRM5/GRN/GSK3B/HDAC/HDAC4/IGF1/IL6/KCNJ10/KCNMA1/MAOA/MAPK1/MCF2L/MTOR/NF-KB/NFKB1/NGF/NTF3/NTRK2/PPARGC1A/PRL/PRRT2/SLC1A2/SP1/SUPEROXIDE DISMUTASE/TGFB1/TNF/TP53/UBIQUITIN",43,24.9701739669205,27.5948425590837,"PSYCHIATRIC","PSYCHIATRIC","within_classes","PSYCHIATRIC_vs_PSYCHIATRIC",27.5948425590837
"AUTISM_DEMENTIA","AUTISM","DEMENTIA",2018,0,6.77295247711456e-11,6.67619601315578e-10,"ACHE/ACTH/ADIPOQ/APOE/APP/AVP/BDNF/CCL2/CD79A/COMT/CRH/CRP/DRD2/ENO2/GFAP/GH1/GRN/HGF/IGF1/IL6/IL8/LEP/MAOB/MMP9/MTHFR/NF-KB/NGF/NTF3/PRL/PTPN4/S100B/SAA1/SCN1A/SCN2A/SCT/SLC6A4/SUPEROXIDE DISMUTASE/SYNM/TF/TNF/TP53/UBIQUITIN",42,21.1273025637037,23.4154989192457,"PSYCHIATRIC","PSYCHIATRIC","within_classes","PSYCHIATRIC_vs_PSYCHIATRIC",23.4154989192457
"AUTISM_SARCOIDOSIS","AUTISM","SARCOIDOSIS",2018,0,2.51891409424963e-07,1.73805072503225e-06,"ACTH/ADA/AKT1/AVP/CCL2/CD79A/CRP/HGF/HLA-B/HLA-DRB1/HLA-DRB4/IFNG/IL12/IL17A/IL18/IL6/IL8/MMP9/MTOR/NF-KB/NGF/RBM45/SAA1/SPP1/TF/TGFB1/TNF/TP53",28,13.2627463456826,15.1942677572858,"PSYCHIATRIC","INFLAMMATORY","between_classes","PSYCHIATRIC_vs_INFLAMMATORY",15.1942677572858
"AUTISM_RESPIRATORY SYNCYTIAL VIRUS INFECTION","AUTISM","RESPIRATORY SYNCYTIAL VIRUS INFECTION",2018,0,8.54524028618769e-06,4.12880958278515e-05,"AHR/CCL2/CD79A/IFNG/IL12/IL13/IL17A/IL18/IL5/IL6/IL8/MMP9/MPO/NF-KB/NFKB1/NGF/PYCARD/SPP1/TGFB1/TNF",20,10.0949363361592,11.6701361216999,"PSYCHIATRIC","INFECTIOUS","between_classes","PSYCHIATRIC_vs_INFECTIOUS",11.6701361216999
"AUTISM_AMERICAN TRYPANOSOMIASIS","AUTISM","AMERICAN TRYPANOSOMIASIS",2018,0,0.000419347695822475,0.00131522686417049,"CCL2/IFNG/IL17A/IL18/IL23A/IL6/KLK4/MMP9/PRL/PTEN/TGFB1/TNF",12,6.63374610795058,7.77681015918952,"PSYCHIATRIC","INFECTIOUS","between_classes","PSYCHIATRIC_vs_INFECTIOUS",7.77681015918952
"BACTERIAL INFECTION DUE TO PSEUDOMONAS_SALMONELLA INFECTION","BACTERIAL INFECTION DUE TO PSEUDOMONAS","SALMONELLA INFECTION",2018,0,1.09522336588633e-23,3.83328178060216e-22,"ABCG2/ACSS2/ASRGL1/AZIN2/BCAR1/C5ORF27/CASP1/CAT/CAV1/CD79A/CFP/CFTR/CHIA/CLPP/CRP/CTSA/CUL9/CYP27A1/DEFB4A/DNASE1/DUOX1/EEF1A1/EGF/EGFR/ELANE/F2/FLVCR1/FN1/FOS/GLB1/GLO1/GLUL/HSPB3/HSPD1/IFNG/IGHG1/IGHM/IL1/IL10/IL12/IL1B/IL2/IL37/IL4/IL6/IL8/KRT12/LEPREL2/LONP1/LRP1/LRP5/LTF/LYZ/MIF/MTMR11/MTOR/MYD88/NF-KB/NFKB1/NLRC4/NOS2/NT5C2/OTC/PCK1/PCK2/PEPB/PGD/PI3/PROC/PTGS2/PTPRA/RAD51/S100A8/SERPINB2/SERPINB6/SFTPA1/SULT1A3/SUMF2/SUPEROXIDE DISMUTASE/TCOF1/TF/TFPI/TLR2/TLR4/TLR5/TNF/TOP2A/TRIM25/UBE2V1/UBIQUITIN/VEGFA/VIM/VIPR1",93,49.3131507477969,52.8684988092863,"INFECTIOUS","INFECTIOUS","within_classes","INFECTIOUS_vs_INFECTIOUS",52.8684988092863
"BACTERIAL INFECTION DUE TO PSEUDOMONAS_YERSINIA INFECTION","BACTERIAL INFECTION DUE TO PSEUDOMONAS","YERSINIA INFECTION",2018,0,1.68613663917265e-15,3.93431882473619e-14,"AZIN2/CASP1/CD79A/CMPK1/CPOX/CRP/ELANE/F10/GLB1/HSPD1/IFNG/IGHM/IL10/IL12/IL8/KRT12/NF-KB/NFKB1/PCK1/PCK2/PROC/RHO/SCT/SFTPA1/TCOF1/TLR2/TLR4/TNF/UBIQUITIN/VEGFA",30,30.8664535418335,34.0163364952147,"INFECTIOUS","INFECTIOUS","within_classes","INFECTIOUS_vs_INFECTIOUS",34.0163364952147
"BACTERIAL INFECTION DUE TO PSEUDOMONAS_LYME DISEASE","BACTERIAL INFECTION DUE TO PSEUDOMONAS","LYME DISEASE",2018,0,1.35506475858835e-11,2.37136332752961e-10,"ANXA2/EEF1A1/FN1/GAPDH/HSPD1/IFNG/IGHM/IL1/IL10/IL12/IL1B/IL2RA/IL4/IL6/LEPREL2/MYD88/NAPA/NT5C2/PROC/RAD51/RNR2/SUBSTANCE P/SUPEROXIDE DISMUTASE/TLR2/TNF/TOP2A",26,22.1623858964993,25.0245867774287,"INFECTIOUS","INFLAMMATORY","between_classes","INFECTIOUS_vs_INFLAMMATORY",25.0245867774287
"BACTERIAL INFECTION DUE TO PSEUDOMONAS_CHLAMYDIA INFECTION","BACTERIAL INFECTION DUE TO PSEUDOMONAS","CHLAMYDIA INFECTION",2018,0,4.48090166695995e-10,6.27326233374392e-09,"CD79A/HSPD1/IFNG/IGHM/IL10/IL13/IL1A/IL1B/IL6/IL8/PVRL1/TLR2/TLR4/TNF",14,18.886969309203,21.5260266388182,"INFECTIOUS","INFECTIOUS","within_classes","INFECTIOUS_vs_INFECTIOUS",21.5260266388182
"BACTERIAL INFECTION DUE TO PSEUDOMONAS_MALARIA","BACTERIAL INFECTION DUE TO PSEUDOMONAS","MALARIA",2018,0,1.00937570817222e-09,1.17760499286759e-08,"ADA/AHCY/ALB/ALDH7A1/ANPEP/C5AR1/CASP1/CAT/CFP/CRP/CSF2/CSF3/CYP27A1/EGF/FOXP3/G6PD/GAPDH/GSR/HGF/HLA-DRB1/HP/HSPB3/IFNG/IGHG1/IGHM/IL1/IL10/IL12/IL13/IL1B/IL2/IL2RA/IL33/IL4/IL6/IL8/LYZ/MIF/MPI/MTOR/NF-KB/NOS2/NPL/NT5C2/ODC1/PDR/PF4/PGD/POR/PRKG1/PROC/SULT1A3/SUPEROXIDE DISMUTASE/TF/TFPI/TLR2/TLR4/TNF/TPR/VEGFA",60,18.2571980351017,20.713933807923,"INFECTIOUS","INFECTIOUS","within_classes","INFECTIOUS_vs_INFECTIOUS",20.713933807923
"BACTERIAL INFECTION DUE TO PSEUDOMONAS_FUNGUS DISEASE","BACTERIAL INFECTION DUE TO PSEUDOMONAS","FUNGUS DISEASE",2018,0,2.35787886391591e-09,2.35787886391591e-08,"CD79A/CSF2/CSF3/CTSG/IFNG/IL1/IL10/IL1B/IL2RA/IL33/IL4/IL6/LTF/MYD88/NFKB1/NPR1/PTX3/SFTPD/TLR2/TLR4/TNF",21,17.5629183155419,19.865503408536,"INFECTIOUS","INFECTIOUS","within_classes","INFECTIOUS_vs_INFECTIOUS",19.865503408536
"BACTERIAL INFECTION DUE TO PSEUDOMONAS_BEHCET SYNDROME","BACTERIAL INFECTION DUE TO PSEUDOMONAS","BEHCET SYNDROME",2018,0,8.79595544166576e-09,6.84129867685115e-08,"ADA/CAT/CRP/EGF/F2/HSPD1/IFNA2/IFNG/IL1/IL10/IL12/IL1B/IL2/IL2RA/IL33/IL37/IL4/IL6/IL8/MIF/PROC/SUPEROXIDE DISMUTASE/TFPI/TLR2/TLR4/TNF/VEGFA",27,16.4977031653033,18.5489738300164,"INFECTIOUS","INFLAMMATORY","between_classes","INFECTIOUS_vs_INFLAMMATORY",18.5489738300164
"BACTERIAL INFECTION DUE TO PSEUDOMONAS_SARCOIDOSIS","BACTERIAL INFECTION DUE TO PSEUDOMONAS","SARCOIDOSIS",2018,0,1.69799639591642e-08,1.1885974771415e-07,"ADA/ALB/AVP/CD79A/CRP/CSF2/FN1/FOXP3/HGF/HLA-DRB1/IFNG/IGHM/IL1/IL10/IL12/IL1B/IL2/IL2RA/IL4/IL6/IL8/LYZ/MTOR/MUC1/NF-KB/TF/TLR2/TLR4/TNF/VEGFA/VIM",31,15.9453216295564,17.8912317786117,"INFECTIOUS","INFLAMMATORY","between_classes","INFECTIOUS_vs_INFLAMMATORY",17.8912317786117
"BACTERIAL INFECTION DUE TO PSEUDOMONAS_ANGIITIDES","BACTERIAL INFECTION DUE TO PSEUDOMONAS","ANGIITIDES",2018,0,4.33150562963976e-07,1.78356114161637e-06,"C5AR1/CAMP/CD79A/CRP/CSF3/HLA-DRB1/HP/HSPD1/IFNG/IGHM/IL1/IL10/IL2/IL2RA/IL6/LTF/MPO/PTX3/TNF/VEGFA",20,13.2368985509205,14.6521804489136,"INFECTIOUS","INFLAMMATORY","between_classes","INFECTIOUS_vs_INFLAMMATORY",14.6521804489136
"BACTERIAL INFECTION DUE TO PSEUDOMONAS_CHRONIC ULCERATIVE COLITIS","BACTERIAL INFECTION DUE TO PSEUDOMONAS","CHRONIC ULCERATIVE COLITIS",2018,0,4.82265554269456e-07,1.87547715549233e-06,"ALB/BCHE/CAT/CD79A/CRP/CSF3/DAP/EGF/F2/FOXP3/GH1/HGF/HLA-DRB1/HSPD1/IFNG/IGHG1/IL1/IL10/IL12/IL13/IL1B/IL2/IL2RA/IL33/IL37/IL4/IL6/IL8/IRAK1/LTF/LYZ/MIF/MPO/MUC1/MUC5AC/NF-KB/NFKB1/NOS2/PTGS2/S100A8/ST2/SUBSTANCE P/SUPEROXIDE DISMUTASE/TLR2/TLR4/TNF/VEGFA",47,13.1866474479879,14.5447709321411,"INFECTIOUS","INFLAMMATORY","between_classes","INFECTIOUS_vs_INFLAMMATORY",14.5447709321411
"BACTERIAL INFECTION DUE TO PSEUDOMONAS_DEMENTIA","BACTERIAL INFECTION DUE TO PSEUDOMONAS","DEMENTIA",2018,0,0.00953587609767545,0.0123613208673571,"ALB/ALDH7A1/AVP/BCHE/CD79A/CRP/DNASE1/DOCK3/FURIN/GH1/GLS/HGF/HP/IL10/IL1B/IL6/IL8/NF-KB/SCD/SCT/SUPEROXIDE DISMUTASE/TF/TNF/UBIQUITIN/VEGFA",25,4.39318296637136,4.65269416185645,"INFECTIOUS","PSYCHIATRIC","between_classes","INFECTIOUS_vs_PSYCHIATRIC",4.65269416185645
"BACTERIAL INFECTION DUE TO PSEUDOMONAS_PARKINSON'S DISEASE","BACTERIAL INFECTION DUE TO PSEUDOMONAS","PARKINSON'S DISEASE",2018,0,0.0494688955157776,0.055851978808136,"ABCG2/ALB/AVP/BCHE/CASP1/CAT/CRP/CSF2/CSF3/DDC/DOCK3/EGF/EGFR/F2/GAPDH/GH1/GLB1/HGF/HP/IFNG/IL1/IL10/IL1B/IL6/LYZ/MIF/MPO/MTOR/NF-KB/NFKB1/NLN/NOS2/PARP1/PDC/PRDX5/PTGS2/SMOX/SUBSTANCE P/SUPEROXIDE DISMUTASE/TF/TLR2/TLR4/TNF/TYR/UBIQUITIN/VEGFA/VIM",47,2.88505032333118,3.00641118033545,"INFECTIOUS","PSYCHIATRIC","between_classes","INFECTIOUS_vs_PSYCHIATRIC",3.00641118033545
"BACTERIAL INFECTION DUE TO PSEUDOMONAS_DEPRESSION","BACTERIAL INFECTION DUE TO PSEUDOMONAS","DEPRESSION",2018,0,0.0721171355461991,0.0801301506068879,"AHI1/ALB/AVP/BCHE/CASP1/CFP/CRP/CSF3/DOCK3/EPHB2/FOS/GH1/GLO1/HGF/HPSE/IFNA2/IFNG/IL1/IL10/IL12/IL1B/IL2/IL2RA/IL6/IL8/MGLL/MIF/MTOR/NF-KB/NLN/NOS2/NPPA/OPRM1/PGD/PLA2G1B/PRKG1/PTGS2/PTS/SERPINB2/SPDEF/SUBSTANCE P/TDO2/TLR4/TNF/TSPO/VEGFA",46,2.52410308366206,2.62946359931989,"INFECTIOUS","PSYCHIATRIC","between_classes","INFECTIOUS_vs_PSYCHIATRIC",2.62946359931989
"BACTERIAL INFECTION DUE TO PSEUDOMONAS_HUNTINGTON DISEASE","BACTERIAL INFECTION DUE TO PSEUDOMONAS","HUNTINGTON DISEASE",2018,0,0.119729440409379,0.128939397363946,"ABAT/ATG7/CASP1/CYCS/FLVCR1/GAPDH/GH1/GLS2/GLUL/HP/IL6/KMO/MTOR/NF-KB/NFKB1/SUBSTANCE P/SUPEROXIDE DISMUTASE/TNF/UBIQUITIN",19,2.04841277288175,2.12252074503547,"INFECTIOUS","PSYCHIATRIC","between_classes","INFECTIOUS_vs_PSYCHIATRIC",2.12252074503547
"BACTERIAL INFECTION DUE TO PSEUDOMONAS_BIPOLAR AFFECTIVE PSYCHOSIS","BACTERIAL INFECTION DUE TO PSEUDOMONAS","BIPOLAR AFFECTIVE PSYCHOSIS",2018,0,0.25989145095647,0.275642447984135,"AVP/BCHE/CAT/CD74/CFP/CRP/HPSE/IL2/IL4/IL6/IL8/SUPEROXIDE DISMUTASE/TLR2/TLR4/TNF",15,1.2886507314408,1.34749123146373,"INFECTIOUS","PSYCHIATRIC","between_classes","INFECTIOUS_vs_PSYCHIATRIC",1.34749123146373
"BIPOLAR AFFECTIVE PSYCHOSIS_PARKINSON'S DISEASE","BIPOLAR AFFECTIVE PSYCHOSIS","PARKINSON'S DISEASE",2018,0,2.05547826828111e-21,6.98862611215576e-20,"ALDH2/APOE/ARNTL/AVP/BCHE/BDNF/CAT/CCL2/CHRNA4/COMT/CRP/DBH/DRD1/DRD2/EBPL/EPO/FMR1/GAD1/GAP43/GCH1/GDF15/GDNF/GRIN2B/GRN/GSK-3/GSK3B/HDAC/HTR1A/HTR2A/IL6/LEP/MAOA/MMP9/MTHFR/NCL/NR4A2/NRG1/NTF3/NTRK2/OFC1/OPN1SW/P2RX7/POLG/PRNP/S100B/SLC6A3/SLC6A4/SST/SUPEROXIDE DISMUTASE/TACR1/TH/TLR2/TLR4/TNF/TPO/XBP1",56,44.1074178734322,47.6337783980484,"PSYCHIATRIC","PSYCHIATRIC","within_classes","PSYCHIATRIC_vs_PSYCHIATRIC",47.6337783980484
