"Source","Target","degree"
"TTR","infectious",1
"TUBA1B","infectious",1
"TWSG1","infectious",1
"TXNDC5","infectious",1
"TYMP","infectious",1
"TYR","infectious",1
"TYROBP","infectious",1
"UBAC1","infectious",1
"UBAP1","infectious",1
"UBE3A","infectious",1
"UBP1","infectious",1
"UBR4","infectious",1
"UCN2","infectious",1
"UGT1A1","infectious",1
"UHRF2","infectious",1
"UMOD","infectious",1
"UMPS","infectious",1
"UNC119","infectious",1
"UNC5A","infectious",1
"UPF1","infectious",1
"URI1","infectious",1
"UROC1","infectious",1
"USP11","infectious",1
"USP47","infectious",1
"UVRAG","infectious",1
"VAC14","infectious",1
"VAPA","infectious",1
"VASP","infectious",1
"VCAM1","infectious",1
"VCL","infectious",1
"VENTXP1","infectious",1
"VIM2P","infectious",1
"VIP","infectious",1
"VIPR2","infectious",1
"VLDLR","infectious",1
"VN1R2","infectious",1
"VNN1","infectious",1
"VNN2","infectious",1
"WAS","infectious",1
"WASF2","infectious",1
"WASL","infectious",1
"WFDC1","infectious",1
"WIPI2","infectious",1
"WISP3","infectious",1
"WNT11","infectious",1
"WNT3A","infectious",1
"WSN","infectious",1
"WT1","infectious",1
"XBP1","infectious",1
"XDH","infectious",1
"XIAP","infectious",1
"XIST","infectious",1
"XPC","infectious",1
"XRCC1","infectious",1
"XRCC5","infectious",1
"XRCC6","infectious",1
"XRN2","infectious",1
"XS","infectious",1
"YBEY","infectious",1
"YES1","infectious",1
"YME1L1","infectious",1
"YY1AP1","infectious",1
"ZAP70","infectious",1
"ZAR1","infectious",1
"ZDHHC2","infectious",1
"ZEB2","infectious",1
"ZHX2","infectious",1
"ZNF175","infectious",1
"ZNF2","infectious",1
"ZNF384","infectious",1
"ZNF398","infectious",1
"ZNF569","infectious",1
"ZNF85","infectious",1
"ZNRD1","infectious",1
"ZNRD1-AS1","infectious",1
