"Source","Target"
"Phase 1 - Functionalization of compounds","CYP2A13"
"Phase 1 - Functionalization of compounds","CYP2A6"
"Phase 1 - Functionalization of compounds","CYP2A7"
"Phase 1 - Functionalization of compounds","CYP2B6"
"Phase 1 - Functionalization of compounds","CYP2C18"
"Phase 1 - Functionalization of compounds","CYP2C19"
"Arachidonic acid metabolism","CYP2C19"
"Phase 1 - Functionalization of compounds","CYP2C8"
"Arachidonic acid metabolism","CYP2C8"
"Arachidonic acid metabolism","CYP2C9"
"Phase 1 - Functionalization of compounds","CYP2C9"
"Phase 1 - Functionalization of compounds","CYP2D6"
"Phase 1 - Functionalization of compounds","CYP2E1"
"Phase 1 - Functionalization of compounds","CYP2F1"
"Phase 1 - Functionalization of compounds","CYP2J2"
"Arachidonic acid metabolism","CYP2J2"
"Steroid hormones","CYP2R1"
"Phase 1 - Functionalization of compounds","CYP2R1"
"Phase 1 - Functionalization of compounds","CYP2S1"
"Phase 1 - Functionalization of compounds","CYP2U1"
"Arachidonic acid metabolism","CYP2U1"
"Phase 1 - Functionalization of compounds","CYP2W1"
"Phase 1 - Functionalization of compounds","CYP39A1"
"Bile acid and bile salt metabolism","CYP39A1"
"Phase 1 - Functionalization of compounds","CYP3A4"
"Phase 1 - Functionalization of compounds","CYP3A43"
"Phase 1 - Functionalization of compounds","CYP3A5"
"Phase 1 - Functionalization of compounds","CYP3A7"
"Phase 1 - Functionalization of compounds","CYP46A1"
"Bile acid and bile salt metabolism","CYP46A1"
"Phase 1 - Functionalization of compounds","CYP4A11"
"Arachidonic acid metabolism","CYP4A11"
"Arachidonic acid metabolism","CYP4A22"
"Phase 1 - Functionalization of compounds","CYP4A22"
"Arachidonic acid metabolism","CYP4B1"
"Phase 1 - Functionalization of compounds","CYP4B1"
"Phase 1 - Functionalization of compounds","CYP4F11"
"Arachidonic acid metabolism","CYP4F11"
"Phase 1 - Functionalization of compounds","CYP4F12"
"Arachidonic acid metabolism","CYP4F2"
"Phase 1 - Functionalization of compounds","CYP4F2"
"Arachidonic acid metabolism","CYP4F22"
"Phase 1 - Functionalization of compounds","CYP4F22"
"Arachidonic acid metabolism","CYP4F3"
"Phase 1 - Functionalization of compounds","CYP4F3"
"Arachidonic acid metabolism","CYP4F8"
"Phase 1 - Functionalization of compounds","CYP4F8"
"Phase 1 - Functionalization of compounds","CYP4V2"
"Visual phototransduction","CYP4V2"
"Phase 1 - Functionalization of compounds","CYP51A1"
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","CYP51A1"
"Phase 1 - Functionalization of compounds","CYP7A1"
"Bile acid and bile salt metabolism","CYP7A1"
"Bile acid and bile salt metabolism","CYP7B1"
"Phase 1 - Functionalization of compounds","CYP7B1"
"Metabolism of water-soluble vitamins and cofactors","CYP8B1"
"Phase 1 - Functionalization of compounds","CYP8B1"
"Bile acid and bile salt metabolism","CYP8B1"
"Arachidonic acid metabolism","CYP8B1"
"Eicosanoid ligand-binding receptors","CYSLTR1"
"Eicosanoid ligand-binding receptors","CYSLTR2"
"Pyruvate metabolism and Citric Acid (TCA) cycle","D2HGDH"
"Signaling by PTK6","DAB2IP"
"Diseases of glycosylation","DAG1"
"ECM proteoglycans","DAG1"
"Non-integrin membrane-ECM interactions","DAG1"
"Integrin cell surface interactions","DAG1"
"Effects of PIP2 hydrolysis","DAGLA"
"Effects of PIP2 hydrolysis","DAGLB"
"Glyoxylate metabolism and glycine degradation","DAO"
"Caspase activation via extrinsic apoptotic signalig pathway","DAPK1"
"Caspase activation via extrinsic apoptotic signalig pathway","DAPK2"
"Caspase activation via extrinsic apoptotic signalig pathway","DAPK3"
"tRNA Aminoacylation","DARS1"
"tRNA Aminoacylation","DARS2"
"Regulation of TP53 Expression and Degradation","DAXX"
"Amine-derived hormones","DBH"
"Apoptotic execution  phase","DBNL"
"Circadian Clock","DBP"
"Branched-chain amino acid catabolism","DBT"
"Glyoxylate metabolism and glycine degradation","DBT"
"Caspase activation via extrinsic apoptotic signalig pathway","DCC"
"Netrin-1 signaling","DCC"
"Metabolism of nucleotides","DCK"
"Diseases of glycosylation","DCN"
"Heparan sulfate/heparin (HS-GAG) metabolism","DCN"
"ECM proteoglycans","DCN"
"Deadenylation-dependent mRNA decay","DCP1A"
"Deadenylation-dependent mRNA decay","DCP1B"
"Deadenylation-dependent mRNA decay","DCP2"
"Unfolded Protein Response (UPR)","DCP2"
"Deadenylation-dependent mRNA decay","DCPS"
"Metabolism of nucleotides","DCTD"
"COPI-independent Golgi-to-ER retrograde traffic","DCTN1"
"Unfolded Protein Response (UPR)","DCTN1"
"COPI-independent Golgi-to-ER retrograde traffic","DCTN2"
"COPI-independent Golgi-to-ER retrograde traffic","DCTN3"
"COPI-independent Golgi-to-ER retrograde traffic","DCTN4"
"COPI-independent Golgi-to-ER retrograde traffic","DCTN5"
"COPI-independent Golgi-to-ER retrograde traffic","DCTN6"
"Metabolism of nucleotides","DCTPP1"
"L1CAM interactions","DCX"
"eNOS activation and regulation","DDAH1"
"eNOS activation and regulation","DDAH2"
"Amine-derived hormones","DDC"
"Synthesis of PA","DDHD1"
"Synthesis of PA","DDHD2"
"Unfolded Protein Response (UPR)","DDIT3"
"TP53 Regulates Metabolic Genes","DDIT4"
"Glyoxylate metabolism and glycine degradation","DDO"
"Non-integrin membrane-ECM interactions","DDR1"
"Non-integrin membrane-ECM interactions","DDR2"
"Unfolded Protein Response (UPR)","DDX11"
"PIWI-interacting RNA (piRNA) biogenesis","DDX4"
"Cytosolic sensors of pathogen-associated DNA","DDX41"
"ISG15 antiviral mechanism","DDX58"
"RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways","DDX58"
"Deadenylation-dependent mRNA decay","DDX6"
"Cellular response to heat stress","DEDD2"
"Defensins","DEFA1"
"Defensins","DEFA3"
"Defensins","DEFA4"
"Defensins","DEFA5"
"Defensins","DEFA6"
"Defensins","DEFB1"
"Defensins","DEFB103A"
"Defensins","DEFB104A"
"Defensins","DEFB105A"
"Defensins","DEFB106A"
"Defensins","DEFB107A"
"Defensins","DEFB108B"
"Defensins","DEFB108A"
"Defensins","DEFB109A"
"Defensins","DEFB110"
"Defensins","DEFB112"
"Defensins","DEFB113"
"Defensins","DEFB114"
"Defensins","DEFB115"
"Defensins","DEFB116"
"Defensins","DEFB117"
"Defensins","DEFB118"
"Defensins","DEFB119"
"Defensins","DEFB121"
"Defensins","DEFB123"
"Defensins","DEFB124"
"Defensins","DEFB125"
"Defensins","DEFB126"
"Defensins","DEFB127"
"Defensins","DEFB128"
"Defensins","DEFB129"
"Defensins","DEFB130A"
"Defensins","DEFB131A"
"Defensins","DEFB132"
"Defensins","DEFB133"
"Defensins","DEFB134"
"Defensins","DEFB135"
"Defensins","DEFB136"
"Defensins","DEFB4A"
"Sphingolipid metabolism","DEGS1"
"Sphingolipid metabolism","DEGS2"
"N-glycan trimming in the ER and Calnexin/Calreticulin cycle","DERL2"
"Apoptotic execution  phase","DFFA"
"Apoptotic execution  phase","DFFB"
"Effects of PIP2 hydrolysis","DGKA"
"Effects of PIP2 hydrolysis","DGKB"
"Effects of PIP2 hydrolysis","DGKD"
"Effects of PIP2 hydrolysis","DGKE"
"Effects of PIP2 hydrolysis","DGKG"
"Effects of PIP2 hydrolysis","DGKH"
"Effects of PIP2 hydrolysis","DGKI"
"Effects of PIP2 hydrolysis","DGKK"
"Effects of PIP2 hydrolysis","DGKQ"
"Effects of PIP2 hydrolysis","DGKZ"
"Metabolism of nucleotides","DGUOK"
"Regulation of cholesterol biosynthesis by SREBP (SREBF)","DHCR7"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","DHDDS"
"eNOS activation and regulation","DHFR"
"Metabolism of water-soluble vitamins and cofactors","DHFR"
"Metabolism of water-soluble vitamins and cofactors","DHFR2"
"Class B/2 (Secretin family receptors)","DHH"
"Metabolism of nucleotides","DHODH"
"Gamma carboxylation, hypusine formation and arylsulfatase activation","DHPS"
"Visual phototransduction","DHRS3"
"Visual phototransduction","DHRS9"
"Glyoxylate metabolism and glycine degradation","DHTKD1"
"Cytosolic sensors of pathogen-associated DNA","DHX36"
"RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways","DHX36"
"RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways","DHX58"
"RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways","DHX9"
"MyD88-independent TLR3/TLR4 cascade","DHX9"
"Cytosolic sensors of pathogen-associated DNA","DHX9"
"Intrinsic Pathway for Apoptosis","DIABLO"
"Signaling by ERBB2","DIAPH1"
"Amine-derived hormones","DIO1"
"Amine-derived hormones","DIO2"
"Amine-derived hormones","DIO3"
"Unfolded Protein Response (UPR)","DIS3"
"Deadenylation-dependent mRNA decay","DIS3"
"Transcriptional regulation of pluripotent stem cells","DKK1"
"Glyoxylate metabolism and glycine degradation","DLAT"
"Pyruvate metabolism and Citric Acid (TCA) cycle","DLAT"
"Branched-chain amino acid catabolism","DLD"
"Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism","DLD"
"Pyruvate metabolism and Citric Acid (TCA) cycle","DLD"
"Glyoxylate metabolism and glycine degradation","DLD"
"L1CAM interactions","DLG1"
"SALM protein interactions at the synapse","DLG1"
"Trafficking of AMPA receptors","DLG1"
"SALM protein interactions at the synapse","DLG3"
"L1CAM interactions","DLG3"
"Trafficking of AMPA receptors","DLG4"
"SALM protein interactions at the synapse","DLG4"
"L1CAM interactions","DLG4"
"Activation of NMDA receptor upon glutamate binding and postsynaptic events","DLG4"
"Signaling by NOTCH1","DLK1"
"Signaling by NOTCH1","DLL1"
"Signaling by NOTCH1","DLL4"
"Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism","DLST"
"Glyoxylate metabolism and glycine degradation","DLST"
"Pyruvate metabolism and Citric Acid (TCA) cycle","DLST"
"Surfactant metabolism","DMBT1"
"Non-integrin membrane-ECM interactions","DMD"
"ECM proteoglycans","DMP1"
"Miscellaneous transport and binding events","DMTN"
"Regulation of TP53 Activity through Phosphorylation","DNA2"
"Cellular response to heat stress","DNAJB1"
"Unfolded Protein Response (UPR)","DNAJB11"
"Cellular response to heat stress","DNAJB6"
"Unfolded Protein Response (UPR)","DNAJB9"
"Cellular response to heat stress","DNAJC2"
"Gamma carboxylation, hypusine formation and arylsulfatase activation","DNAJC24"
"Unfolded Protein Response (UPR)","DNAJC3"
"Neurotransmitter Release Cycle","DNAJC5"
"trans-Golgi Network Vesicle Budding","DNAJC6"
"Cellular response to heat stress","DNAJC7"
"trans-Golgi Network Vesicle Budding","DNASE2"
"Signaling by NOTCH1","DNER"
"EPH-Ephrin signaling","DNM1"
"L1CAM interactions","DNM1"
"Apoptotic execution  phase","DNM1L"
"L1CAM interactions","DNM2"
"trans-Golgi Network Vesicle Budding","DNM2"
"eNOS activation and regulation","DNM2"
"L1CAM interactions","DNM3"
"RMTs methylate histone arginines","DNMT3A"
"Signaling by PTK6","DOCK1"
"Regulation of actin dynamics for phagocytic cup formation","DOCK1"
"Netrin-1 signaling","DOCK1"
"The role of Nef in HIV-1 replication and disease pathogenesis","DOCK2"
"Gamma carboxylation, hypusine formation and arylsulfatase activation","DOHH"
"Signaling by PTK6","DOK1"
"Tie2 Signaling","DOK2"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","DOLK"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","DOLPP1"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","DPAGT1"
"Arachidonic acid metabolism","DPEP1"
"Arachidonic acid metabolism","DPEP2"
"Arachidonic acid metabolism","DPEP3"
"Gamma carboxylation, hypusine formation and arylsulfatase activation","DPH1"
"Gamma carboxylation, hypusine formation and arylsulfatase activation","DPH2"
"Gamma carboxylation, hypusine formation and arylsulfatase activation","DPH3"
"Gamma carboxylation, hypusine formation and arylsulfatase activation","DPH5"
"Gamma carboxylation, hypusine formation and arylsulfatase activation","DPH6"
"Gamma carboxylation, hypusine formation and arylsulfatase activation","DPH7"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","DPM1"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","DPM2"
"Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein","DPM3"
"Peptide hormone metabolism","DPP4"
"Transcriptional regulation of pluripotent stem cells","DPPA4"
"Metabolism of nucleotides","DPYD"
"Metabolism of nucleotides","DPYS"
"Semaphorin interactions","DPYSL2"
"L1CAM interactions","DPYSL2"
"Semaphorin interactions","DPYSL3"
"Semaphorin interactions","DPYSL4"
"Semaphorin interactions","DPYSL5"
"Signaling by NODAL","DRAP1"
"Amine ligand-binding receptors","DRD1"
"Amine ligand-binding receptors","DRD2"
"Amine ligand-binding receptors","DRD3"
"Amine ligand-binding receptors","DRD4"
"Amine ligand-binding receptors","DRD5"
"Apoptotic execution  phase","DSG1"
"Apoptotic execution  phase","DSG2"
"Apoptotic execution  phase","DSG3"
"Apoptotic execution  phase","DSP"
"ECM proteoglycans","DSPP"
"Collagen formation","DST"
"trans-Golgi Network Vesicle Budding","DTNBP1"
"Signaling by NOTCH1","DTX1"
"Signaling by NOTCH1","DTX2"
"Signaling by NOTCH1","DTX4"
"Cytosolic sensors of pathogen-associated DNA","DTX4"
"Metabolism of nucleotides","DTYMK"
"Amine-derived hormones","DUOX1"
"Amine-derived hormones","DUOX2"
"Negative regulation of MAPK pathway","DUSP1"
"Negative regulation of MAPK pathway","DUSP10"
"Negative regulation of MAPK pathway","DUSP16"
"Negative regulation of MAPK pathway","DUSP2"
"MyD88-independent TLR3/TLR4 cascade","DUSP3"
"MyD88-independent TLR3/TLR4 cascade","DUSP4"
"Negative regulation of MAPK pathway","DUSP4"
"Negative regulation of MAPK pathway","DUSP5"
"MyD88-independent TLR3/TLR4 cascade","DUSP6"
"Negative regulation of MAPK pathway","DUSP6"
"MyD88-independent TLR3/TLR4 cascade","DUSP7"
"Negative regulation of MAPK pathway","DUSP7"
"Negative regulation of MAPK pathway","DUSP8"
"Negative regulation of MAPK pathway","DUSP9"
"Metabolism of nucleotides","DUT"
"Signaling by Hippo","DVL2"
"COPI-independent Golgi-to-ER retrograde traffic","DYNC1H1"
"COPI-independent Golgi-to-ER retrograde traffic","DYNC1I1"
"COPI-independent Golgi-to-ER retrograde traffic","DYNC1I2"
"COPI-independent Golgi-to-ER retrograde traffic","DYNC1LI2"
"COPI-independent Golgi-to-ER retrograde traffic","DYNC2H1"
"COPI-independent Golgi-to-ER retrograde traffic","DYNC2LI1"
"Intrinsic Pathway for Apoptosis","DYNLL1"
"COPI-independent Golgi-to-ER retrograde traffic","DYNLL1"
"Macroautophagy","DYNLL1"
"Intrinsic Pathway for Apoptosis","DYNLL2"
"Macroautophagy","DYNLL2"
"COPI-independent Golgi-to-ER retrograde traffic","DYNLL2"
"Regulation of TP53 Activity through Phosphorylation","DYRK2"
"TP53 Regulates Transcription of Cell Cycle Genes","E2F1"
"Intrinsic Pathway for Apoptosis","E2F1"
"Oxidative Stress Induced Senescence","E2F1"
"G1 Phase","E2F1"
"Pre-NOTCH Expression and Processing","E2F1"
"Oxidative Stress Induced Senescence","E2F2"
"G1 Phase","E2F2"
"Pre-NOTCH Expression and Processing","E2F3"
"Oxidative Stress Induced Senescence","E2F3"
"G1 Phase","E2F3"
"Signaling by TGF-beta Receptor Complex","E2F4"
"G1 Phase","E2F4"
"TP53 Regulates Transcription of Cell Cycle Genes","E2F4"
"G1 Phase","E2F5"
"Signaling by TGF-beta Receptor Complex","E2F5"
"TP53 Regulates Transcription of Cell Cycle Genes","E2F7"
"tRNA Aminoacylation","EARS2"
"Transcriptional regulation of white adipocyte differentiation","EBF1"
"Interleukin-6 family signaling","EBI3"
"Peroxisomal lipid metabolism","ECI2"
"p75 NTR receptor-mediated signalling","ECT2"
"Deadenylation-dependent mRNA decay","EDC3"
"Deadenylation-dependent mRNA decay","EDC4"
"N-glycan trimming in the ER and Calnexin/Calreticulin cycle","EDEM1"
"Unfolded Protein Response (UPR)","EDEM1"
"N-glycan trimming in the ER and Calnexin/Calreticulin cycle","EDEM2"
"N-glycan trimming in the ER and Calnexin/Calreticulin cycle","EDEM3"
"Oxidative Stress Induced Senescence","EED"
"Cellular response to heat stress","EEF1A1"
"tRNA Aminoacylation","EEF1E1"
"Gamma carboxylation, hypusine formation and arylsulfatase activation","EEF2"
"Uptake and actions of bacterial toxins","EEF2"
"Elastic fibre formation","EFEMP1"
"Elastic fibre formation","EFEMP2"
"EPH-Ephrin signaling","EFNA1"
"EPH-Ephrin signaling","EFNA2"
"EPH-Ephrin signaling","EFNA3"
"EPH-Ephrin signaling","EFNA4"
"EPH-Ephrin signaling","EFNA5"
"EPH-Ephrin signaling","EFNB1"
"EPH-Ephrin signaling","EFNB2"
"EPH-Ephrin signaling","EFNB3"
"EGFR downregulation","EGF"
"Signaling by ERBB2","EGF"
"Negative regulation of the PI3K/AKT network","EGF"
"Signaling by PTK6","EGF"
"EGFR downregulation","EGFR"
"Signaling by ERBB2","EGFR"
"Negative regulation of the PI3K/AKT network","EGFR"
"Signaling by PTK6","EGFR"
"L1CAM interactions","EGFR"
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","EGLN1"
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","EGLN2"
"Regulation of Hypoxia-inducible Factor (HIF) by oxygen","EGLN3"
"Interferon alpha/beta signaling","EGR1"
"Transcriptional regulation of white adipocyte differentiation","EGR2"
"Peroxisomal lipid metabolism","EHHADH"
"Regulation of TP53 Activity through Methylation","EHMT1"
"Regulation of TP53 Activity through Methylation","EHMT2"
"SUMO E3 ligases SUMOylate target proteins","EID3"
"ISG15 antiviral mechanism","EIF2AK2"
"Unfolded Protein Response (UPR)","EIF2AK3"
"Unfolded Protein Response (UPR)","EIF2S1"
"ABC-family proteins mediated transport","EIF2S1"
"ABC-family proteins mediated transport","EIF2S2"
"ABC-family proteins mediated transport","EIF2S3"
"ISG15 antiviral mechanism","EIF4A1"
"Deadenylation-dependent mRNA decay","EIF4A1"
"ISG15 antiviral mechanism","EIF4A2"
"Deadenylation-dependent mRNA decay","EIF4A2"
"Deadenylation-dependent mRNA decay","EIF4A3"
"ISG15 antiviral mechanism","EIF4A3"
"Deadenylation-dependent mRNA decay","EIF4B"
"Deadenylation-dependent mRNA decay","EIF4E"
"ISG15 antiviral mechanism","EIF4E"
"ISG15 antiviral mechanism","EIF4E2"
"ISG15 antiviral mechanism","EIF4E3"
"ISG15 antiviral mechanism","EIF4G1"
"Deadenylation-dependent mRNA decay","EIF4G1"
"ISG15 antiviral mechanism","EIF4G2"
"ISG15 antiviral mechanism","EIF4G3"
"Gamma carboxylation, hypusine formation and arylsulfatase activation","EIF5A"
"Gamma carboxylation, hypusine formation and arylsulfatase activation","EIF5A2"
