"Id","Label","Class"
"EIF3D","EIF3D","Gene"
"EIF5","EIF5","Gene"
"SRP54","SRP54","Gene"
"EEF1A2","EEF1A2","Gene"
"MRPS31","MRPS31","Gene"
"GSPT1","GSPT1","Gene"
"EARS2","EARS2","Gene"
"MTFMT","MTFMT","Gene"
"EIF3J","EIF3J","Gene"
"EIF3E","EIF3E","Gene"
"EEF1D","EEF1D","Gene"
"SARS2","SARS2","Gene"
"RPS16","RPS16","Gene"
"MRPL4","MRPL4","Gene"
"RPS19","RPS19","Gene"
"RPL18A","RPL18A","Gene"
"GARS","GARS","Gene"
"EIF3B","EIF3B","Gene"
"AIMP2","AIMP2","Gene"
"MRPL32","MRPL32","Gene"
"EIF4H","EIF4H","Gene"
"SEC61B","SEC61B","Gene"
"EIF3A","EIF3A","Gene"
"RPL28","RPL28","Gene"
"RPL19","RPL19","Gene"
"MRPL27","MRPL27","Gene"
"RPL34","RPL34","Gene"
"CARS","CARS","Gene"
"RPS13","RPS13","Gene"
"EIF2B1","EIF2B1","Gene"
"MRPL51","MRPL51","Gene"
"MTRF1L","MTRF1L","Gene"
"MRPL18","MRPL18","Gene"
"RPS12","RPS12","Gene"
"MRPL2","MRPL2","Gene"
"HARS2","HARS2","Gene"
"MRPS30","MRPS30","Gene"
"MRPS27","MRPS27","Gene"
"TARS","TARS","Gene"
"RARS","RARS","Gene"
"RPL24","RPL24","Gene"
"MRPL3","MRPL3","Gene"
"SSR3","SSR3","Gene"
"EIF4G1","EIF4G1","Gene"
"SPCS1","SPCS1","Gene"
"EEF1B2","EEF1B2","Gene"
"EIF2B4","EIF2B4","Gene"
"RPS15","RPS15","Gene"
"MRPL19","MRPL19","Gene"
"DARS","DARS","Gene"
"FARSB","FARSB","Gene"
"MRPL37","MRPL37","Gene"
"RPL22","RPL22","Gene"
"WARS2","WARS2","Gene"
"MRPS15","MRPS15","Gene"
"DARS2","DARS2","Gene"
"RPS25","RPS25","Gene"
"SPCS2","SPCS2","Gene"
"RPN2","RPN2","Gene"
"EIF2B2","EIF2B2","Gene"
"MRPS14","MRPS14","Gene"
"ETF1","ETF1","Gene"
"RPL21","RPL21","Gene"
"MTIF3","MTIF3","Gene"
"MRPS2","MRPS2","Gene"
"RPL5","RPL5","Gene"
"TSFM","TSFM","Gene"
"AARS2","AARS2","Gene"
"RPS10","RPS10","Gene"
"SSR1","SSR1","Gene"
"EEF1E1","EEF1E1","Gene"
"MRPS7","MRPS7","Gene"
"RPL23","RPL23","Gene"
"MRPS26","MRPS26","Gene"
"EIF2S2","EIF2S2","Gene"
"MRPS12","MRPS12","Gene"
"SPCS3","SPCS3","Gene"
"RPS4Y1","RPS4Y1","Gene"
"RPL36","RPL36","Gene"
"MRPL34","MRPL34","Gene"
"EIF2S3","EIF2S3","Gene"
"EIF3G","EIF3G","Gene"
"MRPS25","MRPS25","Gene"
"RPL27","RPL27","Gene"
"PTCD3","PTCD3","Gene"
"MRPL35","MRPL35","Gene"
"SEC61G","SEC61G","Gene"
"ERAL1","ERAL1","Gene"
"DAP3","DAP3","Gene"
"LARS","LARS","Gene"
"EIF2S1","EIF2S1","Gene"
"MRPS36","MRPS36","Gene"
"RPS15A","RPS15A","Gene"
"NARS","NARS","Gene"
"YARS","YARS","Gene"
"CARS2","CARS2","Gene"
"MRPL44","MRPL44","Gene"
"MRPS9","MRPS9","Gene"
"MRPL47","MRPL47","Gene"
"EPRS","EPRS","Gene"
"MRPL50","MRPL50","Gene"
"RPL35","RPL35","Gene"
"RPS6","RPS6","Gene"
"VARS2","VARS2","Gene"
"NARS2","NARS2","Gene"
"MRPL15","MRPL15","Gene"
"RPLP1","RPLP1","Gene"
"RPS24","RPS24","Gene"
"PPA2","PPA2","Gene"
"YARS2","YARS2","Gene"
"WARS","WARS","Gene"
"SRP14","SRP14","Gene"
"SEC11A","SEC11A","Gene"
"RPL3L","RPL3L","Gene"
"RPS2","RPS2","Gene"
"RPS11","RPS11","Gene"
"RPL13A","RPL13A","Gene"
"RPL11","RPL11","Gene"
"RPS8","RPS8","Gene"
"MRPL24","MRPL24","Gene"
"TARS2","TARS2","Gene"
"MRPL9","MRPL9","Gene"
"SRP9","SRP9","Gene"
"RPS27A","RPS27A","Gene"
"MRPS5","MRPS5","Gene"
"RPL32","RPL32","Gene"
"SRPRB","SRPRB","Gene"
"EIF2B5","EIF2B5","Gene"
"RPS3A","RPS3A","Gene"
"RPL37","RPL37","Gene"
"FARS2","FARS2","Gene"
"RARS2","RARS2","Gene"
"RPL10","RPL10","Gene"
"MRPS28","MRPS28","Gene"
"RPL7","RPL7","Gene"
"EIF3H","EIF3H","Gene"
"MRRF","MRRF","Gene"
"RPL7A","RPL7A","Gene"
"EIF3M","EIF3M","Gene"
"RPS3","RPS3","Gene"
"MRPL49","MRPL49","Gene"
"FAU","FAU","Gene"
"EIF4E","EIF4E","Gene"
"SRP19","SRP19","Gene"
"MRPL39","MRPL39","Gene"
"OXA1L","OXA1L","Gene"
"N6AMT1","N6AMT1","Gene"
"RPL30","RPL30","Gene"
"EEF1A1","EEF1A1","Gene"
"EIF4A2","EIF4A2","Gene"
"MRPL17","MRPL17","Gene"
"EIF5B","EIF5B","Gene"
"MRPL10","MRPL10","Gene"
"RPL8","RPL8","Gene"
"EIF4A1","EIF4A1","Gene"
"RPL26","RPL26","Gene"
"RPL29","RPL29","Gene"
"PARS2","PARS2","Gene"
"MRPL55","MRPL55","Gene"
"MRPS18C","MRPS18C","Gene"
"SSR2","SSR2","Gene"
"RPL22L1","RPL22L1","Gene"
"RPL9","RPL9","Gene"
"RPN1","RPN1","Gene"
"RPL39L","RPL39L","Gene"
"AIMP1","AIMP1","Gene"
"APEH","APEH","Gene"
"GFM2","GFM2","Gene"
"RPS14","RPS14","Gene"
"RPL10L","RPL10L","Gene"
"RPL36AL","RPL36AL","Gene"
"RPL27A","RPL27A","Gene"
"SEC11C","SEC11C","Gene"
"MRPL16","MRPL16","Gene"
"MARS","MARS","Gene"
"RPL13","RPL13","Gene"
"EEF2","EEF2","Gene"
"MRPL58","MRPL58","Gene"
"SRP68","SRP68","Gene"
"RPSA","RPSA","Gene"
"GFM1","GFM1","Gene"
"MRPL1","MRPL1","Gene"
"HARS","HARS","Gene"
"RPS9","RPS9","Gene"
"MRPL36","MRPL36","Gene"
"RPS21","RPS21","Gene"
"RPS7","RPS7","Gene"
"QARS","QARS","Gene"
"MRPL13","MRPL13","Gene"
"CHCHD1","CHCHD1","Gene"
"MRPL52","MRPL52","Gene"
"RPL38","RPL38","Gene"
"TRMT112","TRMT112","Gene"
"MRPL57","MRPL57","Gene"
"EIF1AX","EIF1AX","Gene"
"RPL4","RPL4","Gene"
"MRPL11","MRPL11","Gene"
"RPL15","RPL15","Gene"
"SRP72","SRP72","Gene"
"MRPS22","MRPS22","Gene"
"EIF3F","EIF3F","Gene"
"MRPL48","MRPL48","Gene"
"AURKAIP1","AURKAIP1","Gene"
"RPLP2","RPLP2","Gene"
"RPS27","RPS27","Gene"
"TUFM","TUFM","Gene"
"EIF3K","EIF3K","Gene"
"FARSA","FARSA","Gene"
"GADD45GIP1","GADD45GIP1","Gene"
"PPA1","PPA1","Gene"
"SSR4","SSR4","Gene"
"MRPL14","MRPL14","Gene"
"MRPS23","MRPS23","Gene"
"MRPS11","MRPS11","Gene"
"MRPL41","MRPL41","Gene"
"MRPS16","MRPS16","Gene"
"RPS17","RPS17","Gene"
"RPL35A","RPL35A","Gene"
"SRPRA","SRPRA","Gene"
"MRPL54","MRPL54","Gene"
"EIF3C","EIF3C","Gene"
"RPS27L","RPS27L","Gene"
"MRPL30","MRPL30","Gene"
"MRPL40","MRPL40","Gene"
"RPS23","RPS23","Gene"
"EIF4EBP1","EIF4EBP1","Gene"
"RPL14","RPL14","Gene"
"GSPT2","GSPT2","Gene"
"IARS","IARS","Gene"
"MRPL21","MRPL21","Gene"
"RPS26","RPS26","Gene"
"RPL37A","RPL37A","Gene"
"RPL12","RPL12","Gene"
"MRPL42","MRPL42","Gene"
"RPS4X","RPS4X","Gene"
"RPL23A","RPL23A","Gene"
"RPL10A","RPL10A","Gene"
"RPL39","RPL39","Gene"
"MRPL38","MRPL38","Gene"
"VARS","VARS","Gene"
"MRPS18B","MRPS18B","Gene"
"MRPL53","MRPL53","Gene"
"MT-RNR2","MT-RNR2","Gene"
"MT-RNR1","MT-RNR1","Gene"
"RPS29","RPS29","Gene"
"MRPL23","MRPL23","Gene"
"UBA52","UBA52","Gene"
"RPL41","RPL41","Gene"
"RPS18","RPS18","Gene"
"RPS28","RPS28","Gene"
"MRPS17","MRPS17","Gene"
"RPL36A","RPL36A","Gene"
"MRPL20","MRPL20","Gene"
"MRPL33","MRPL33","Gene"
"MRPS6","MRPS6","Gene"
"DDOST","DDOST","Gene"
"MARS2","MARS2","Gene"
"EEF1G","EEF1G","Gene"
"MRPL46","MRPL46","Gene"
"MRPL12","MRPL12","Gene"
"RPL17","RPL17","Gene"
"MRPS21","MRPS21","Gene"
"MRPL45","MRPL45","Gene"
"RPS4Y2","RPS4Y2","Gene"
"UPP2","UPP2","Gene"
"TYMP","TYMP","Gene"
"UPB1","UPB1","Gene"
"AGXT2","AGXT2","Gene"
"NT5C1A","NT5C1A","Gene"
"NT5C3A","NT5C3A","Gene"
"NT5C","NT5C","Gene"
"NT5E","NT5E","Gene"
"DPYS","DPYS","Gene"
"UPP1","UPP1","Gene"
"DPYD","DPYD","Gene"
"NT5M","NT5M","Gene"
"CDC27","CDC27","Gene"
"ANAPC4","ANAPC4","Gene"
"UBE2D1","UBE2D1","Gene"
"ANAPC5","ANAPC5","Gene"
"CDC23","CDC23","Gene"
"ANAPC15","ANAPC15","Gene"
"CDC20","CDC20","Gene"
"CDC16","CDC16","Gene"
"ANAPC11","ANAPC11","Gene"
"ANAPC1","ANAPC1","Gene"
"BUB3","BUB3","Gene"
"BUB1B","BUB1B","Gene"
"MAD2L1","MAD2L1","Gene"
"ANAPC10","ANAPC10","Gene"
"ANAPC16","ANAPC16","Gene"
"UBE2E1","UBE2E1","Gene"
"UBE2C","UBE2C","Gene"
"ANAPC2","ANAPC2","Gene"
"CDC26","CDC26","Gene"
"ANAPC7","ANAPC7","Gene"
"PDK4","PDK4","Gene"
"PDK2","PDK2","Gene"
"MPC1","MPC1","Gene"
"CS","CS","Gene"
"HAGH","HAGH","Gene"
"ME1","ME1","Gene"
"IDH3G","IDH3G","Gene"
"PDK3","PDK3","Gene"
"SDHA","SDHA","Gene"
"ME2","ME2","Gene"
"L2HGDH","L2HGDH","Gene"
"PDPR","PDPR","Gene"
"DLD","DLD","Gene"
"FH","FH","Gene"
"SLC16A8","SLC16A8","Gene"
"ACO2","ACO2","Gene"
"GSTZ1","GSTZ1","Gene"
"IDH3B","IDH3B","Gene"
"OGDH","OGDH","Gene"
"PDHX","PDHX","Gene"
"LDHB","LDHB","Gene"
"PPARD","PPARD","Gene"
"NNT","NNT","Gene"
"SDHB","SDHB","Gene"
"DLST","DLST","Gene"
"GLO1","GLO1","Gene"
"PDHA1","PDHA1","Gene"
"LDHA","LDHA","Gene"
"SUCLA2","SUCLA2","Gene"
"SLC16A3","SLC16A3","Gene"
"MPC2","MPC2","Gene"
"SDHC","SDHC","Gene"
"MDH2","MDH2","Gene"
"ADHFE1","ADHFE1","Gene"
"DLAT","DLAT","Gene"
"ME3","ME3","Gene"
"PDK1","PDK1","Gene"
"SLC16A1","SLC16A1","Gene"
"PDHA2","PDHA2","Gene"
"SUCLG1","SUCLG1","Gene"
"PDP1","PDP1","Gene"
"IDH3A","IDH3A","Gene"
"LDHC","LDHC","Gene"
"LDHAL6A","LDHAL6A","Gene"
"PDHB","PDHB","Gene"
"LDHAL6B","LDHAL6B","Gene"
"BSG","BSG","Gene"
"SUCLG2","SUCLG2","Gene"
"PDP2","PDP2","Gene"
"FAHD1","FAHD1","Gene"
"D2HGDH","D2HGDH","Gene"
"IDH2","IDH2","Gene"
"RXRA","RXRA","Gene"
"SDHD","SDHD","Gene"
"VDAC1","VDAC1","Gene"
"VIM","VIM","Gene"
"CDH1","CDH1","Gene"
"DSG2","DSG2","Gene"
"CASP8","CASP8","Gene"
"PRKCQ","PRKCQ","Gene"
"ROCK1","ROCK1","Gene"
"PKP1","PKP1","Gene"
"ADD1","ADD1","Gene"
"CLSPN","CLSPN","Gene"
"DSP","DSP","Gene"
"ACIN1","ACIN1","Gene"
"BMX","BMX","Gene"
"STK24","STK24","Gene"
"TJP1","TJP1","Gene"
"BIRC2","BIRC2","Gene"
"LMNB1","LMNB1","Gene"
"TJP2","TJP2","Gene"
"STK26","STK26","Gene"
"DSG3","DSG3","Gene"
"DSG1","DSG1","Gene"
"APC","APC","Gene"
"DBNL","DBNL","Gene"
"CASP6","CASP6","Gene"
"GSN","GSN","Gene"
"GAS2","GAS2","Gene"
"LMNA","LMNA","Gene"
"PRKCD","PRKCD","Gene"
"CASP3","CASP3","Gene"
"CASP7","CASP7","Gene"
"CTNNB1","CTNNB1","Gene"
"FNTA","FNTA","Gene"
"PTK2","PTK2","Gene"
"PLEC","PLEC","Gene"
"SATB1","SATB1","Gene"
"BCAP31","BCAP31","Gene"
"MAPT","MAPT","Gene"
"SPTAN1","SPTAN1","Gene"
"OCLN","OCLN","Gene"
"DBF4","DBF4","Gene"
"POLA2","POLA2","Gene"
"MCM10","MCM10","Gene"
"MCM2","MCM2","Gene"
"MCM6","MCM6","Gene"
"ORC1","ORC1","Gene"
"ORC6","ORC6","Gene"
"CDC45","CDC45","Gene"
"CDC6","CDC6","Gene"
"CDC7","CDC7","Gene"
"MCM5","MCM5","Gene"
"POLE2","POLE2","Gene"
"POLA1","POLA1","Gene"
"MCM4","MCM4","Gene"
"RPA3","RPA3","Gene"
"MCM3","MCM3","Gene"
"GMNN","GMNN","Gene"
"POLE4","POLE4","Gene"
"ORC2","ORC2","Gene"
"ORC4","ORC4","Gene"
"RPA2","RPA2","Gene"
"CDK2","CDK2","Gene"
"MCM8","MCM8","Gene"
"RPA1","RPA1","Gene"
"ORC3","ORC3","Gene"
"PRIM2","PRIM2","Gene"
"POLE3","POLE3","Gene"
"ORC5","ORC5","Gene"
"MCM7","MCM7","Gene"
"CDT1","CDT1","Gene"
"POLE","POLE","Gene"
"PRIM1","PRIM1","Gene"
"RPA4","RPA4","Gene"
"CPSF1","CPSF1","Gene"
"PAPOLA","PAPOLA","Gene"
"PABPN1","PABPN1","Gene"
"CSTF1","CSTF1","Gene"
"CSTF2","CSTF2","Gene"
"NCBP2","NCBP2","Gene"
"CPSF3","CPSF3","Gene"
"SYMPK","SYMPK","Gene"
"WDR33","WDR33","Gene"
"NCBP1","NCBP1","Gene"
"FIP1L1","FIP1L1","Gene"
"CPSF7","CPSF7","Gene"
"CPSF4","CPSF4","Gene"
"PCF11","PCF11","Gene"
"CPSF2","CPSF2","Gene"
"NUDT21","NUDT21","Gene"
"CLP1","CLP1","Gene"
"CSTF3","CSTF3","Gene"
"CSTF2T","CSTF2T","Gene"
"CLTCL1","CLTCL1","Gene"
"ACTB","ACTB","Gene"
"DNM2","DNM2","Gene"
"DNM1","DNM1","Gene"
"CLTA","CLTA","Gene"
"CLTC","CLTC","Gene"
"GJA1","GJA1","Gene"
"DAB2","DAB2","Gene"
"AP2M1","AP2M1","Gene"
"CLTB","CLTB","Gene"
"ACTG1","ACTG1","Gene"
"MYO6","MYO6","Gene"
"LIG3","LIG3","Gene"
"RFC1","RFC1","Gene"
"PNKP","PNKP","Gene"
"RFC2","RFC2","Gene"
"POLD1","POLD1","Gene"
