"Source","Target","pval","comm","logpval"
"Class C/3 (Metabotropic glutamate/pheromone receptors)","Signaling by BMP",1,0,0
"Class C/3 (Metabotropic glutamate/pheromone receptors)","Signaling by ERBB2",1,0,0
"Class C/3 (Metabotropic glutamate/pheromone receptors)","Signaling by FGFR in disease",1,0,0
"Class C/3 (Metabotropic glutamate/pheromone receptors)","Signaling by Hippo",1,0,0
"Class C/3 (Metabotropic glutamate/pheromone receptors)","Signaling by NODAL",1,0,0
"Class C/3 (Metabotropic glutamate/pheromone receptors)","Signaling by NOTCH1",1,0,0
"Class C/3 (Metabotropic glutamate/pheromone receptors)","Signaling by PTK6",1,0,0
"Class C/3 (Metabotropic glutamate/pheromone receptors)","Signaling by TGF-beta Receptor Complex",1,0,0
"Class C/3 (Metabotropic glutamate/pheromone receptors)","Sphingolipid metabolism",1,0,0
"Class C/3 (Metabotropic glutamate/pheromone receptors)","Steroid hormones",1,0,0
"Class C/3 (Metabotropic glutamate/pheromone receptors)","SUMO E3 ligases SUMOylate target proteins",1,0,0
"Class C/3 (Metabotropic glutamate/pheromone receptors)","Surfactant metabolism",1,0,0
"Class C/3 (Metabotropic glutamate/pheromone receptors)","Synthesis of PA",1,0,0
"Class C/3 (Metabotropic glutamate/pheromone receptors)","Synthesis of PC",1,0,0
"Class C/3 (Metabotropic glutamate/pheromone receptors)","The role of Nef in HIV-1 replication and disease pathogenesis",1,0,0
"Class C/3 (Metabotropic glutamate/pheromone receptors)","Tie2 Signaling",1,0,0
"Class C/3 (Metabotropic glutamate/pheromone receptors)","TP53 Regulates Metabolic Genes",1,0,0
"Class C/3 (Metabotropic glutamate/pheromone receptors)","TP53 Regulates Transcription of Cell Cycle Genes",1,0,0
"Class C/3 (Metabotropic glutamate/pheromone receptors)","TP53 Regulates Transcription of Cell Death Genes",1,0,0
"Class C/3 (Metabotropic glutamate/pheromone receptors)","Trafficking of AMPA receptors",1,0,0
"Class C/3 (Metabotropic glutamate/pheromone receptors)","Transcriptional regulation of pluripotent stem cells",1,0,0
"Class C/3 (Metabotropic glutamate/pheromone receptors)","Transcriptional regulation of white adipocyte differentiation",1,0,0
"Class C/3 (Metabotropic glutamate/pheromone receptors)","trans-Golgi Network Vesicle Budding",1,0,0
"Class C/3 (Metabotropic glutamate/pheromone receptors)","Translocation of GLUT4 to the plasma membrane",1,0,0
"Class C/3 (Metabotropic glutamate/pheromone receptors)","Transport of vitamins, nucleosides, and related molecules",1,0,0
"Class C/3 (Metabotropic glutamate/pheromone receptors)","tRNA Aminoacylation",1,0,0
"Class C/3 (Metabotropic glutamate/pheromone receptors)","Unfolded Protein Response (UPR)",1,0,0
"Class C/3 (Metabotropic glutamate/pheromone receptors)","Uptake and actions of bacterial toxins",1,0,0
"Class C/3 (Metabotropic glutamate/pheromone receptors)","Visual phototransduction",1,0,0
"Class C/3 (Metabotropic glutamate/pheromone receptors)","YAP1- and WWTR1 (TAZ)-stimulated gene expression",1,0,0
"CLEC7A (Dectin-1) signaling","Collagen formation",1,0,0
"CLEC7A (Dectin-1) signaling","Complement cascade",1,0,0
"CLEC7A (Dectin-1) signaling","COPII (Coat Protein 2) Mediated Vesicle Transport",1,0,0
"CLEC7A (Dectin-1) signaling","COPI-independent Golgi-to-ER retrograde traffic",1,0,0
"CLEC7A (Dectin-1) signaling","Costimulation by the CD28 family",0.18665781229253,3,1.67847821919325
"CLEC7A (Dectin-1) signaling","Cyclin A/B1 associated events during G2/M transition",1,0,0
"CLEC7A (Dectin-1) signaling","Cytosolic sensors of pathogen-associated DNA",7.18980955016597e-08,11,16.4480160607252
"CLEC7A (Dectin-1) signaling","Deactivation of the beta-catenin transactivating complex",0.00159702492421536,5,6.43961280297351
"CLEC7A (Dectin-1) signaling","Deadenylation-dependent mRNA decay",1,0,0
"CLEC7A (Dectin-1) signaling","Death Receptor Signalling",1.19432965179956e-10,12,22.8482658627916
"CLEC7A (Dectin-1) signaling","Defensins",1,0,0
"CLEC7A (Dectin-1) signaling","Detoxification of Reactive Oxygen Species",1,0,0
"CLEC7A (Dectin-1) signaling","Diseases of glycosylation",1,0,0
"CLEC7A (Dectin-1) signaling","Diseases of metabolism",0.0156393081206868,4,4.15796778265124
"CLEC7A (Dectin-1) signaling","Disorders of transmembrane transporters",1,0,0
"CLEC7A (Dectin-1) signaling","ECM proteoglycans",1,0,0
"CLEC7A (Dectin-1) signaling","Effects of PIP2 hydrolysis",0.00210882737969708,4,6.16162323019661
"CLEC7A (Dectin-1) signaling","EGFR downregulation",0.00210882737969708,4,6.16162323019661
"CLEC7A (Dectin-1) signaling","Eicosanoid ligand-binding receptors",1,0,0
"CLEC7A (Dectin-1) signaling","Elastic fibre formation",1,0,0
"CLEC7A (Dectin-1) signaling","Endosomal Sorting Complex Required For Transport (ESCRT)",0.00242161932884402,4,6.02331881844025
"CLEC7A (Dectin-1) signaling","eNOS activation and regulation",0.342629525745346,1,1.07110551541222
"CLEC7A (Dectin-1) signaling","EPH-Ephrin signaling",0.865835172285633,1,0.144060720768861
"CLEC7A (Dectin-1) signaling","Formation of Fibrin Clot (Clotting Cascade)",1,0,0
"CLEC7A (Dectin-1) signaling","G1 Phase",0.000109579499852235,6,9.11886024608933
"CLEC7A (Dectin-1) signaling","GABA receptor activation",1,0,0
"CLEC7A (Dectin-1) signaling","Gamma carboxylation, hypusine formation and arylsulfatase activation",1,0,0
"CLEC7A (Dectin-1) signaling","Glucose metabolism",0.0232202749437431,5,3.76272946196668
"CLEC7A (Dectin-1) signaling","Glyoxylate metabolism and glycine degradation",1,0,0
"CLEC7A (Dectin-1) signaling","GPVI-mediated activation cascade",0.0962170788702143,3,2.34114840203454
"CLEC7A (Dectin-1) signaling","Growth hormone receptor signaling",1,0,0
"CLEC7A (Dectin-1) signaling","Heparan sulfate/heparin (HS-GAG) metabolism",1,0,0
"CLEC7A (Dectin-1) signaling","Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism",1,0,0
"CLEC7A (Dectin-1) signaling","Hyaluronan metabolism",1,0,0
"CLEC7A (Dectin-1) signaling","Integrin cell surface interactions",1,0,0
"CLEC7A (Dectin-1) signaling","Interferon alpha/beta signaling",0.761560250988596,1,0.272385988321052
"CLEC7A (Dectin-1) signaling","Interferon gamma signaling",0.859980743812829,1,0.150845280900579
"CLEC7A (Dectin-1) signaling","Interleukin-6 family signaling",1,0,0
"CLEC7A (Dectin-1) signaling","Intrinsic Pathway for Apoptosis",0.215819822727472,2,1.53331137343753
"CLEC7A (Dectin-1) signaling","Iron uptake and transport",1,0,0
"CLEC7A (Dectin-1) signaling","ISG15 antiviral mechanism",0.0161363190158923,5,4.12668270808117
"CLEC7A (Dectin-1) signaling","Keratan sulfate/keratin metabolism",1,0,0
"CLEC7A (Dectin-1) signaling","L1CAM interactions",0.86867085075355,1,0.140790993299908
"CLEC7A (Dectin-1) signaling","Lipid digestion, mobilization, and transport",1,0,0
"CLEC7A (Dectin-1) signaling","Macroautophagy",1,0,0
"CLEC7A (Dectin-1) signaling","MAP2K and MAPK activation",0.550037164477971,1,0.597769431260361
"CLEC7A (Dectin-1) signaling","Metabolism of nucleotides",1,0,0
"CLEC7A (Dectin-1) signaling","Metabolism of porphyrins",1,0,0
"CLEC7A (Dectin-1) signaling","Metabolism of water-soluble vitamins and cofactors",1,0,0
"CLEC7A (Dectin-1) signaling","Metal ion SLC transporters",1,0,0
"CLEC7A (Dectin-1) signaling","Miscellaneous transport and binding events",1,0,0
"CLEC7A (Dectin-1) signaling","Mitochondrial biogenesis",1,0,0
"CLEC7A (Dectin-1) signaling","MyD88-independent TLR3/TLR4 cascade",1.05984213790145e-21,25,48.2961669823497
"CLEC7A (Dectin-1) signaling","Myogenesis",1,0,0
"CLEC7A (Dectin-1) signaling","NCAM1 interactions",1,0,0
"CLEC7A (Dectin-1) signaling","Negative regulation of MAPK pathway",0.00894364833794089,4,4.71681168155113
"CLEC7A (Dectin-1) signaling","Negative regulation of the PI3K/AKT network",0.85072179540716,1,0.161670118772298
"CLEC7A (Dectin-1) signaling","Netrin-1 signaling",0.586471314952,1,0.533631520947429
"CLEC7A (Dectin-1) signaling","Neurotransmitter Release Cycle",1,0,0
"CLEC7A (Dectin-1) signaling","N-glycan trimming in the ER and Calnexin/Calreticulin cycle",1,0,0
"CLEC7A (Dectin-1) signaling","Non-integrin membrane-ECM interactions",1,0,0
"CLEC7A (Dectin-1) signaling","Nuclear Receptor transcription pathway",1,0,0
"CLEC7A (Dectin-1) signaling","Nuclear signaling by ERBB4",0.00817692202460456,4,4.80643947978948
"CLEC7A (Dectin-1) signaling","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",4.56759936056e-12,13,26.1120333530779
"CLEC7A (Dectin-1) signaling","Opioid Signalling",3.69982734669134e-05,9,10.2046393094652
"CLEC7A (Dectin-1) signaling","Oxidative Stress Induced Senescence",0.118914558888232,4,2.12935003628656
"CLEC7A (Dectin-1) signaling","p75 NTR receptor-mediated signalling",4.50452858073213e-05,9,10.0078422229521
"CLEC7A (Dectin-1) signaling","Peptide hormone metabolism",1,0,0
"CLEC7A (Dectin-1) signaling","Peroxisomal lipid metabolism",1,0,0
"CLEC7A (Dectin-1) signaling","Phase 0 - rapid depolarisation",0.603577403105708,1,0.504880989658492
"CLEC7A (Dectin-1) signaling","Phase 1 - Functionalization of compounds",1,0,0
"CLEC7A (Dectin-1) signaling","Phase II conjugation",1,0,0
"CLEC7A (Dectin-1) signaling","PI Metabolism",1,0,0
"CLEC7A (Dectin-1) signaling","Pink/Parkin Mediated Mitophagy",0.000951583896591356,4,6.95738270213415
"CLEC7A (Dectin-1) signaling","PIWI-interacting RNA (piRNA) biogenesis",1,0,0
"CLEC7A (Dectin-1) signaling","Platelet Aggregation (Plug Formation)",0.040306112821532,3,3.21125213861576
"CLEC7A (Dectin-1) signaling","Platelet homeostasis",0.105238265431493,4,2.25152830497274
"CLEC7A (Dectin-1) signaling","Polo-like kinase mediated events",1,0,0
"CLEC7A (Dectin-1) signaling","Potassium Channels",1,0,0
"CLEC7A (Dectin-1) signaling","Pre-NOTCH Expression and Processing",1,0,0
"CLEC7A (Dectin-1) signaling","Pyruvate metabolism and Citric Acid (TCA) cycle",1,0,0
"CLEC7A (Dectin-1) signaling","Rap1 signalling",1,0,0
"CLEC7A (Dectin-1) signaling","Regulation of actin dynamics for phagocytic cup formation",0.871447187669074,1,0.137600015205294
"CLEC7A (Dectin-1) signaling","Regulation of beta-cell development",1,0,0
"CLEC7A (Dectin-1) signaling","Regulation of cholesterol biosynthesis by SREBP (SREBF)",1,0,0
"CLEC7A (Dectin-1) signaling","Regulation of FZD by ubiquitination",0.000791047112876496,4,7.14215303081166
"CLEC7A (Dectin-1) signaling","Regulation of Hypoxia-inducible Factor (HIF) by oxygen",1.11743386231168e-05,6,11.4018906028298
"CLEC7A (Dectin-1) signaling","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)",1,0,0
"CLEC7A (Dectin-1) signaling","Regulation of insulin secretion",0.0832009735041157,4,2.48649623045281
"CLEC7A (Dectin-1) signaling","Regulation of KIT signaling",0.284993530593085,1,1.25528879864451
"CLEC7A (Dectin-1) signaling","Regulation of TP53 Activity through Acetylation",1,0,0
"CLEC7A (Dectin-1) signaling","Regulation of TP53 Activity through Methylation",0.000528864420308281,4,7.54477845326824
"CLEC7A (Dectin-1) signaling","Regulation of TP53 Activity through Phosphorylation",0.111981873170641,4,2.18941826747634
"CLEC7A (Dectin-1) signaling","Regulation of TP53 Expression and Degradation",0.000780751150897234,5,7.1552540877103
"CLEC7A (Dectin-1) signaling","RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways",3.43276305154617e-11,15,24.0950705316548
"CLEC7A (Dectin-1) signaling","RMTs methylate histone arginines",1,0,0
"CLEC7A (Dectin-1) signaling","SALM protein interactions at the synapse",1,0,0
"CLEC7A (Dectin-1) signaling","Semaphorin interactions",1,0,0
"CLEC7A (Dectin-1) signaling","Signaling by BMP",0.382815499061684,1,0.960202131556097
"CLEC7A (Dectin-1) signaling","Signaling by ERBB2",0.00218403191539472,5,6.12658260793028
"CLEC7A (Dectin-1) signaling","Signaling by FGFR in disease",1,0,0
"CLEC7A (Dectin-1) signaling","Signaling by Hippo",1,0,0
"CLEC7A (Dectin-1) signaling","Signaling by NODAL",1,0,0
"CLEC7A (Dectin-1) signaling","Signaling by NOTCH1",0.00351834784347738,6,5.64976376220573
"CLEC7A (Dectin-1) signaling","Signaling by PTK6",0.0492397987632315,4,3.01105306452981
"CLEC7A (Dectin-1) signaling","Signaling by TGF-beta Receptor Complex",0.00377033197141598,6,5.58059222532042
"CLEC7A (Dectin-1) signaling","Sphingolipid metabolism",1,0,0
"CLEC7A (Dectin-1) signaling","Steroid hormones",1,0,0
"CLEC7A (Dectin-1) signaling","SUMO E3 ligases SUMOylate target proteins",1,0,0
"CLEC7A (Dectin-1) signaling","Surfactant metabolism",1,0,0
"CLEC7A (Dectin-1) signaling","Synthesis of PA",1,0,0
"CLEC7A (Dectin-1) signaling","Synthesis of PC",1,0,0
"CLEC7A (Dectin-1) signaling","The role of Nef in HIV-1 replication and disease pathogenesis",1,0,0
"CLEC7A (Dectin-1) signaling","Tie2 Signaling",1,0,0
"CLEC7A (Dectin-1) signaling","TP53 Regulates Metabolic Genes",1,0,0
"CLEC7A (Dectin-1) signaling","TP53 Regulates Transcription of Cell Cycle Genes",1,0,0
"CLEC7A (Dectin-1) signaling","TP53 Regulates Transcription of Cell Death Genes",1,0,0
"CLEC7A (Dectin-1) signaling","Trafficking of AMPA receptors",1,0,0
"CLEC7A (Dectin-1) signaling","Transcriptional regulation of pluripotent stem cells",1,0,0
"CLEC7A (Dectin-1) signaling","Transcriptional regulation of white adipocyte differentiation",0.490566308672959,2,0.712194823235915
"CLEC7A (Dectin-1) signaling","trans-Golgi Network Vesicle Budding",1,0,0
"CLEC7A (Dectin-1) signaling","Translocation of GLUT4 to the plasma membrane",0.717448284702258,1,0.332054411016061
"CLEC7A (Dectin-1) signaling","Transport of vitamins, nucleosides, and related molecules",1,0,0
"CLEC7A (Dectin-1) signaling","tRNA Aminoacylation",1,0,0
"CLEC7A (Dectin-1) signaling","Unfolded Protein Response (UPR)",1,0,0
"CLEC7A (Dectin-1) signaling","Uptake and actions of bacterial toxins",0.432637109840684,1,0.837855985876785
"CLEC7A (Dectin-1) signaling","Visual phototransduction",0.871447187669074,1,0.137600015205294
"CLEC7A (Dectin-1) signaling","YAP1- and WWTR1 (TAZ)-stimulated gene expression",1,0,0
"Collagen formation","Complement cascade",1,0,0
"Collagen formation","COPII (Coat Protein 2) Mediated Vesicle Transport",0.707431845137953,1,0.346113986065457
"Collagen formation","COPI-independent Golgi-to-ER retrograde traffic",1,0,0
"Collagen formation","Costimulation by the CD28 family",1,0,0
"Collagen formation","Cyclin A/B1 associated events during G2/M transition",1,0,0
"Collagen formation","Cytosolic sensors of pathogen-associated DNA",1,0,0
"Collagen formation","Deactivation of the beta-catenin transactivating complex",1,0,0
"Collagen formation","Deadenylation-dependent mRNA decay",1,0,0
"Collagen formation","Death Receptor Signalling",1,0,0
"Collagen formation","Defensins",1,0,0
"Collagen formation","Detoxification of Reactive Oxygen Species",0.448015431582099,1,0.802927601664627
"Collagen formation","Diseases of glycosylation",0.20557489285103,3,1.58194486934127
"Collagen formation","Diseases of metabolism",1,0,0
"Collagen formation","Disorders of transmembrane transporters",1,0,0
"Collagen formation","ECM proteoglycans",0.015969532324059,4,4.13707260183906
"Collagen formation","Effects of PIP2 hydrolysis",1,0,0
"Collagen formation","EGFR downregulation",1,0,0
"Collagen formation","Eicosanoid ligand-binding receptors",1,0,0
"Collagen formation","Elastic fibre formation",0.000716280102616186,5,7.24143926273305
"Collagen formation","Endosomal Sorting Complex Required For Transport (ESCRT)",1,0,0
"Collagen formation","eNOS activation and regulation",1,0,0
"Collagen formation","EPH-Ephrin signaling",0.821298420195924,1,0.196868751778661
"Collagen formation","Formation of Fibrin Clot (Clotting Cascade)",1,0,0
"Collagen formation","G1 Phase",1,0,0
"Collagen formation","GABA receptor activation",1,0,0
"Collagen formation","Gamma carboxylation, hypusine formation and arylsulfatase activation",1,0,0
"Collagen formation","Glucose metabolism",1,0,0
"Collagen formation","Glyoxylate metabolism and glycine degradation",1,0,0
"Collagen formation","GPVI-mediated activation cascade",1,0,0
"Collagen formation","Growth hormone receptor signaling",1,0,0
"Collagen formation","Heparan sulfate/heparin (HS-GAG) metabolism",1,0,0
"Collagen formation","Histidine, lysine, phenylalanine, tyrosine, proline and tryptophan catabolism",1,0,0
"Collagen formation","Hyaluronan metabolism",1,0,0
"Collagen formation","Integrin cell surface interactions",1.2312219058508e-09,12,20.5152587412857
"Collagen formation","Interferon alpha/beta signaling",1,0,0
"Collagen formation","Interferon gamma signaling",1,0,0
"Collagen formation","Interleukin-6 family signaling",1,0,0
"Collagen formation","Intrinsic Pathway for Apoptosis",1,0,0
